,GrupoHR,Contador,HRDescripcion,HRPuesto,GPlanificacion,EstadoGlobal,EstadoInstalacion,Estrategia,HRContador,EstrategiaMTTO,pos,Actividades,Puesto,ClaseOT,ACant,AHoras,posHRContador,Frecuencia
127,MCEL001,P1,PRED_CON_CELDA_ Tce30,TEC-PRED,P01,4.0,1.0,HOR002,MCEL001P1,PRED,10,Monitoreo de vibracion 330H,TEC-PRED,PM01,1.0,0.5,MCEL001P110,H3
128,MCEL001,P1,PRED_CON_CELDA_ Tce30,TEC-PRED,P01,4.0,1.0,HOR002,MCEL001P1,PRED,20,Monitoreo de termografia 330H,TEC-PRED,PM01,1.0,0.5,MCEL001P120,H3
129,MCEL001,P1,PRED_CON_CELDA_ Tce30,TEC-PRED,P01,4.0,1.0,HOR002,MCEL001P1,PRED,30,Monitorear nivel vibra rodamientos 330H,TEC-PRED,PM01,1.0,2.0,MCEL001P130,H3
130,MCEL001,P1,PRED_CON_CELDA_ Tce30,TEC-PRED,P01,4.0,1.0,HOR002,MCEL001P1,PRED,40,Monit temp acople union eje rotor 330H,TEC-PRED,PM01,1.0,2.0,MCEL001P140,H3
131,MCEL001,P1,PRED_CON_CELDA_ Tce30,TEC-PRED,P01,4.0,1.0,HOR002,MCEL001P1,PRED,50,Insp est aju pern sujecion inf eje 330H,TEC-PRED,PM01,2.0,1.0,MCEL001P150,H3
132,MCEL001,P1,PRED_CON_CELDA_ Tce30,TEC-PRED,P01,4.0,1.0,HOR002,MCEL001P1,PRED,60,Inspeccionar estado de junta fork 2000H,TEC-PRED,PM01,2.0,1.0,MCEL001P160,HA
133,MCEL001,I3,INSP_INS_CELDA_ Tce30,TEC-INS,P01,4.0,1.0,CAL001,MCEL001I3,INSP,10,Ver sellado valv dardo c/ asient 3M,TEC-INS,PM01,2.0,2.0,MCEL001I310,S7
134,MCEL001,I3,INSP_INS_CELDA_ Tce30,TEC-INS,P01,4.0,1.0,CAL001,MCEL001I3,INSP,20,Inspeccion general celda 2S,TEC-INS,PM01,2.0,1.0,MCEL001I320,S2
135,MCEL001,I4,PREV_INS_CELDA_ Tce30,TEC-INS,P01,4.0,1.0,HOR002,MCEL001I4,PREV,10,Mantenimiento de instrumentos 660H,TEC-INS,PM01,2.0,2.0,MCEL001I410,H4
136,MCEL001,I4,PREV_INS_CELDA_ Tce30,TEC-INS,P01,4.0,1.0,HOR002,MCEL001I4,PREV,20,Pruebas de funcionamiento de instr 660H,TEC-INS,PM01,2.0,0.5,MCEL001I420,H4
137,MCEL001,I4,PREV_INS_CELDA_ Tce30,TEC-INS,P01,4.0,1.0,HOR002,MCEL001I4,PREV,30,Contrastacion y/o ajuste 2000H,TEC-INS,PM01,2.0,2.5,MCEL001I430,HA
138,MCEL001,I4,PREV_INS_CELDA_ Tce30,TEC-INS,P01,4.0,1.0,HOR002,MCEL001I4,PREV,40,Limpieza interior de tablero 660H,TEC-INS,PM01,1.0,1.0,MCEL001I440,H4
139,MCEL001,I4,PREV_INS_CELDA_ Tce30,TEC-INS,P01,4.0,1.0,HOR002,MCEL001I4,PREV,50,Mantenimiento de instrumentos 660H,TEC-INS,PM01,2.0,1.5,MCEL001I450,H4
140,MCEL001,I4,PREV_INS_CELDA_ Tce30,TEC-INS,P01,4.0,1.0,HOR002,MCEL001I4,PREV,60,Contrastacion y/o ajuste 2000H,TEC-INS,PM01,2.0,1.0,MCEL001I460,HA
141,MCEL002,M1,INSP_MEC_CELDA_ Tce200,TEC-MEC,P01,4.0,1.0,HOR002,MCEL002M1,INSP,10,Inspeccion general celda 330H,TEC-MEC,PM01,2.0,5.7,MCEL002M110,H3
142,MCEL002,M1,INSP_MEC_CELDA_ Tce200,TEC-MEC,P01,4.0,1.0,HOR002,MCEL002M1,INSP,20,Inspeccion general celda 660H,TEC-MEC,PM01,2.0,2.5,MCEL002M120,H4
143,MCEL002,M1,INSP_MEC_CELDA_ Tce200,TEC-MEC,P01,4.0,1.0,HOR002,MCEL002M1,INSP,30,Inspeccion general celda 2000H,TEC-MEC,PM01,2.0,20.0,MCEL002M130,HA
144,MCEL002,M2,PREV_MEC_CELDA_ Tce200,TEC-MEC,P01,4.0,1.0,HOR002,MCEL002M2,PREV,10,Camb filtro aceit sist hidraulico 2000H,TEC-MEC,PM01,1.0,2.0,MCEL002M210,HA
145,MCEL002,M2,PREV_MEC_CELDA_ Tce200,TEC-MEC,P01,4.0,1.0,HOR002,MCEL002M2,PREV,20,Cambio de aceite 4000H,TEC-MEC,PM01,2.0,4.0,MCEL002M220,HE
146,MCEL002,M2,PREV_MEC_CELDA_ Tce200,TEC-MEC,P01,4.0,1.0,HOR002,MCEL002M2,PREV,30,Mantenimiento general del tanque 8000H,TEC-MEC,PM01,2.0,4.0,MCEL002M230,HL
147,MCEL002,M2,PREV_MEC_CELDA_ Tce200,TEC-MEC,P01,4.0,1.0,HOR002,MCEL002M2,PREV,40,Mtto general agitador 8000H,TEC-MEC,PM01,2.0,68.0,MCEL002M240,HL
148,MCEL002,M2,PREV_MEC_CELDA_ Tce200,TEC-MEC,P01,4.0,1.0,HOR002,MCEL002M2,PREV,50,Mtto general valvula tipo dardo 8000H,TEC-MEC,PM01,2.0,64.0,MCEL002M250,HL
149,MCEL002,M3,LUBR_MEC_CELDA_ Tce200,TEC-MEC,P01,4.0,1.0,HOR002,MCEL002M3,LUBR,10,Lubricacion de los rodamientos  660H,TEC-MEC,PM01,2.0,3.0,MCEL002M310,H4
150,MCEL002,M3,LUBR_MEC_CELDA_ Tce200,TEC-MEC,P01,4.0,1.0,HOR002,MCEL002M3,LUBR,20,Lub sellos entre tub aire reductor 2000H,TEC-MEC,PM01,2.0,3.0,MCEL002M320,HA
151,MCEL002,E1,INSP_ELE_CELDA_ Tce200,TEC-ELE,P01,4.0,1.0,CAL001,MCEL002E1,INSP,10,Inspeccion general motor 2S,TEC-ELE,PM01,2.0,1.0,MCEL002E110,S2
152,MCEL002,E2,PREV_ELE_CELDA_ Tce200,TEC-ELE,P01,4.0,1.0,HOR002,MCEL002E2,PREV,10,Mantenimiento menor de motor 2000H,TEC-ELE,PM01,2.0,1.0,MCEL002E210,HA
153,MCEL002,E2,PREV_ELE_CELDA_ Tce200,TEC-ELE,P01,4.0,1.0,HOR002,MCEL002E2,PREV,20,Mtto general motor 4000H,TEC-ELE,PM01,2.0,6.5,MCEL002E220,HE
154,MCEL002,E3,LUBR_ELE_CELDA_ Tce200,TEC-ELE,P01,4.0,1.0,HOR002,MCEL002E3,LUBR,10,Lubricacion de motor electrico 6000H,TEC-ELE,PM01,2.0,0.3,MCEL002E310,HH
155,MCEL002,I1,INSP_INS_CELDA_ Tce200,TEC-INS,P01,4.0,1.0,CAL001,MCEL002I1,INSP,10,Verif sellado valv dardo asiento 3M,TEC-INS,PM01,2.0,2.0,MCEL002I110,S7
156,MCEL002,I1,INSP_INS_CELDA_ Tce200,TEC-INS,P01,4.0,1.0,CAL001,MCEL002I1,INSP,20,Inspeccion general celda 2S,TEC-INS,PM01,2.0,3.5,MCEL002I120,S2
157,MCEL002,I2,PREV_INS_CELDA_ Tce200,TEC-INS,P01,4.0,1.0,HOR002,MCEL002I2,PREV,10,Contrastacion y/o ajuste 2000H,TEC-INS,PM01,2.0,1.0,MCEL002I210,HA
158,MCEL002,I2,PREV_INS_CELDA_ Tce200,TEC-INS,P01,4.0,1.0,HOR002,MCEL002I2,PREV,20,Limpieza tablero de control 660H,TEC-INS,PM01,1.0,1.0,MCEL002I220,H4
159,MCEL002,I2,PREV_INS_CELDA_ Tce200,TEC-INS,P01,4.0,1.0,HOR002,MCEL002I2,PREV,30,Mtto general instrumentos 660H,TEC-INS,PM01,2.0,2.5,MCEL002I230,H4
160,MCEL002,P1,PRED_CON_CELDA_ Tce200,TEC-PRED,P01,4.0,1.0,HOR002,MCEL002P1,PRED,10,Monitoreo de vibracion 330H,TEC-PRED,PM01,1.0,0.5,MCEL002P110,H3
161,MCEL002,P1,PRED_CON_CELDA_ Tce200,TEC-PRED,P01,4.0,1.0,HOR002,MCEL002P1,PRED,20,Monitoreo de termografia 330H,TEC-PRED,PM01,1.0,0.5,MCEL002P120,H3
162,MCEL002,P1,PRED_CON_CELDA_ Tce200,TEC-PRED,P01,4.0,1.0,HOR002,MCEL002P1,PRED,30,Monitorear nivel vibrac rodamientos 330H,TEC-PRED,PM01,1.0,1.0,MCEL002P130,H3
163,MCEL002,P1,PRED_CON_CELDA_ Tce200,TEC-PRED,P01,4.0,1.0,HOR002,MCEL002P1,PRED,40,Monitorear temp acople alta 330H,TEC-PRED,PM01,1.0,1.0,MCEL002P140,H3
164,MCEL002,P1,PRED_CON_CELDA_ Tce200,TEC-PRED,P01,4.0,1.0,HOR002,MCEL002P1,PRED,50,Real toma muest anali aceite reduc 2000H,TEC-PRED,PM01,2.0,1.0,MCEL002P150,HA
165,MCIC001,M1,INSP_MEC_CICLO_ Cavex 650 CVX,TEC-MEC,P01,4.0,1.0,HOR002,MCIC001M1,INSP,10,Inspeccion general ciclon 165H,TEC-MEC,PM01,2.0,0.6,MCIC001M110,H2
166,MCIC001,M2,PREV_MEC_CICLO_ Cavex 650 CVX,TEC-MEC,P01,4.0,1.0,HOR002,MCIC001M2,PREV,10,Lubricacion de valvula 660H,TEC-MEC,PM01,2.0,2.0,MCIC001M210,H4
167,MCIC001,M2,PREV_MEC_CICLO_ Cavex 650 CVX,TEC-MEC,P01,4.0,1.0,HOR002,MCIC001M2,PREV,20,Mtto general bateria de ciclones 1000H,TEC-MEC,PM01,2.0,17.0,MCIC001M220,H6
168,MCIC001,M2,PREV_MEC_CICLO_ Cavex 650 CVX,TEC-MEC,P01,4.0,1.0,HOR002,MCIC001M2,PREV,30,Mtto general bateria de ciclones 8000H,TEC-MEC,PM01,2.0,17.0,MCIC001M230,HL
169,MCIC001,M2,PREV_MEC_CICLO_ Cavex 650 CVX,TEC-MEC,P01,4.0,1.0,HOR002,MCIC001M2,PREV,40,Mtto general canaleta de descarga underflow 8000H,TEC-MEC,PM01,2.0,7.5,MCIC001M240,HL
170,MCIC001,M2,PREV_MEC_CICLO_ Cavex 650 CVX,TEC-MEC,P01,4.0,1.0,HOR002,MCIC001M2,PREV,50,Mtto general canaleta de rebalse overflow 8000H,TEC-MEC,PM01,2.0,7.5,MCIC001M250,HL
171,MCIC001,I1,INSP_INS_CICLO_ Cavex 650 CVX,TEC-INS,P01,4.0,1.0,CAL001,MCIC001I1,INSP,10,Inspeccion de componentes 2S,TEC-INS,PM01,2.0,3.0,MCIC001I110,S2
172,MCIC001,I2,PREV_INS_CICLO_ Cavex 650 CVX,TEC-INS,P01,4.0,1.0,HOR002,MCIC001I2,PREV,10,Mantenimiento 4000H,TEC-INS,PM01,2.0,10.0,MCIC001I210,HE
173,MCIC001,I2,PREV_INS_CICLO_ Cavex 650 CVX,TEC-INS,P01,4.0,1.0,HOR002,MCIC001I2,PREV,20,Contrastacion y/o ajuste 4000H,TEC-INS,PM01,2.0,5.0,MCIC001I220,HE
174,MCIC001,P1,PRED_CON_CICLO_ Cavex 650 CVX,TEC-PRED,P01,4.0,1.0,HOR002,MCIC001P1,PRED,10,Inspeccion por ultrasonido 660H,TEC-PRED,PM01,2.0,3.0,MCIC001P110,H4
175,MCIC001,P1,PRED_CON_CICLO_ Cavex 650 CVX,TEC-PRED,P01,4.0,1.0,HOR002,MCIC001P1,PRED,20,Inspeccion ultrasonido del ciclon 660H,TEC-PRED,PM01,2.0,3.0,MCIC001P120,H4
176,MCIC001,P1,PRED_CON_CICLO_ Cavex 650 CVX,TEC-PRED,P01,4.0,1.0,HOR002,MCIC001P1,PRED,30,Inspeccion ultrasonido de tuberias 660H,TEC-PRED,PM01,2.0,3.0,MCIC001P130,H4
177,MCIC001,I3,INSP_INS_CICLO_ Cavex 650 CVX,TEC-INS,P01,4.0,1.0,CAL001,MCIC001I3,INSP,10,Inspeccion de instrumentos 2S,TEC-INS,PM01,2.0,3.0,MCIC001I310,S2
178,MCIC001,I4,PREV_INS_CICLO_ Cavex 650 CVX,TEC-INS,P01,4.0,1.0,HOR002,MCIC001I4,PREV,10,Mantenimiento de instrumentos 4000H,TEC-INS,PM01,2.0,10.0,MCIC001I410,HE
179,MCIC001,I4,PREV_INS_CICLO_ Cavex 650 CVX,TEC-INS,P01,4.0,1.0,HOR002,MCIC001I4,PREV,20,Contrastacion y/o ajuste 4000H,TEC-INS,PM01,2.0,5.0,MCIC001I420,HE
180,MTAM001,M1,INSP_MEC_TAMBO_ 2045MTPH,TEC-MEC,P01,4.0,1.0,HOR002,MTAM001M1,INSP,10,Inspeccion interna del tambor 2000H,TEC-MEC,PM01,3.0,2.0,MTAM001M110,HA
181,MTAM001,M1,INSP_MEC_TAMBO_ 2045MTPH,TEC-MEC,P01,4.0,1.0,HOR002,MTAM001M1,INSP,20,Inspeccion general tambor 165H,TEC-MEC,PM01,2.0,1.3,MTAM001M120,H2
182,MTAM001,M2,PREV_MEC_TAMBO_ 2045MTPH,TEC-MEC,P01,4.0,1.0,HOR002,MTAM001M2,PREV,10,Lubricacion por grasa 4000H,TEC-MEC,PM01,2.0,2.0,MTAM001M210,HE
183,MTAM001,M2,PREV_MEC_TAMBO_ 2045MTPH,TEC-MEC,P01,4.0,1.0,HOR002,MTAM001M2,PREV,20,Lubricacion por grasa 660H,TEC-MEC,PM01,2.0,2.0,MTAM001M220,H4
184,MTAM001,M2,PREV_MEC_TAMBO_ 2045MTPH,TEC-MEC,P01,4.0,1.0,HOR002,MTAM001M2,PREV,30,Segundo cambio de aceite 2500H,TEC-MEC,PM01,2.0,4.0,MTAM001M230,HB
185,MTAM001,M2,PREV_MEC_TAMBO_ 2045MTPH,TEC-MEC,P01,4.0,1.0,HOR002,MTAM001M2,PREV,40,Tercer y posterior cambio aceite 4000H,TEC-MEC,PM01,2.0,4.0,MTAM001M240,HE
186,MTAM001,M2,PREV_MEC_TAMBO_ 2045MTPH,TEC-MEC,P01,4.0,1.0,HOR002,MTAM001M2,PREV,50,Cambio de rueda radial 8000H,TEC-MEC,PM01,3.0,4.0,MTAM001M250,HL
187,MTAM001,M2,PREV_MEC_TAMBO_ 2045MTPH,TEC-MEC,P01,4.0,1.0,HOR002,MTAM001M2,PREV,60,Lubricacion por grasa 660H,TEC-MEC,PM01,2.0,2.0,MTAM001M260,H4
188,MTAM001,M2,PREV_MEC_TAMBO_ 2045MTPH,TEC-MEC,P01,4.0,1.0,HOR002,MTAM001M2,PREV,70,Cambio de elementos de union 8000H,TEC-MEC,PM01,3.0,3.0,MTAM001M270,HL
189,MTAM001,M2,PREV_MEC_TAMBO_ 2045MTPH,TEC-MEC,P01,4.0,1.0,HOR002,MTAM001M2,PREV,80,Lubricacion por grasa 2000H,TEC-MEC,PM01,2.0,2.0,MTAM001M280,HA
190,MTAM001,M2,PREV_MEC_TAMBO_ 2045MTPH,TEC-MEC,P01,4.0,1.0,HOR002,MTAM001M2,PREV,90,Mtto general reductor de velocidad 660H,TEC-MEC,PM01,2.0,4.1,MTAM001M290,H4
191,MTAM001,M2,PREV_MEC_TAMBO_ 2045MTPH,TEC-MEC,P01,4.0,1.0,HOR002,MTAM001M2,PREV,100,Mtto general tambor 660H,TEC-MEC,PM01,2.0,86.0,MTAM001M2100,H4
192,MTAM001,M2,PREV_MEC_TAMBO_ 2045MTPH,TEC-MEC,P01,4.0,1.0,HOR002,MTAM001M2,PREV,110,Mtto general estructura 8000H,TEC-MEC,PM01,2.0,3.1,MTAM001M2110,HL
193,MTAM001,E1,INSP_ELE_TAMBO_ 2045MTPH,TEC-ELE,P01,4.0,1.0,CAL001,MTAM001E1,INSP,10,Inspeccion general 1S,TEC-ELE,PM01,2.0,1.5,MTAM001E110,S1
194,MTAM001,E1,INSP_ELE_TAMBO_ 2045MTPH,TEC-ELE,P01,4.0,1.0,CAL001,MTAM001E1,INSP,20,Inspeccion general tambor 2S,TEC-ELE,PM01,2.0,1.5,MTAM001E120,S2
195,MTAM001,E2,PREV_ELE_TAMBO_ 2045MTPH,TEC-ELE,P01,4.0,1.0,HOR002,MTAM001E2,PREV,10,Mantenimiento menor de motor 2000H,TEC-ELE,PM01,2.0,2.0,MTAM001E210,HA
196,MTAM001,E2,PREV_ELE_TAMBO_ 2045MTPH,TEC-ELE,P01,4.0,1.0,HOR002,MTAM001E2,PREV,20,Mantenimiento Preventivo 4000H,TEC-ELE,PM01,2.0,2.0,MTAM001E220,HE
197,MTAM001,E2,PREV_ELE_TAMBO_ 2045MTPH,TEC-ELE,P01,4.0,1.0,HOR002,MTAM001E2,PREV,30,Mtto panel control y caja conex 8000H,TEC-ELE,PM01,2.0,1.5,MTAM001E230,HL
198,MTAM001,E2,PREV_ELE_TAMBO_ 2045MTPH,TEC-ELE,P01,4.0,1.0,HOR002,MTAM001E2,PREV,40,Mtto general motor 4000H,TEC-ELE,PM01,2.0,4.5,MTAM001E240,HE
199,MTAM001,E3,LUBR_ELE_TAMBO_ 2045MTPH,TEC-ELE,P01,4.0,1.0,HOR002,MTAM001E3,LUBR,10,Lubricacion motoro electrico 4500H,TEC-ELE,PM01,2.0,0.5,MTAM001E310,HF
200,MTAM001,I1,INSP_INS_TAMBO_ 2045MTPH,TEC-INS,P01,4.0,1.0,CAL001,MTAM001I1,INSP,10,Inspeccionar estado de componentes 1S,TEC-INS,PM01,2.0,3.0,MTAM001I110,S1
201,MTAM001,I2,PREV_INS_TAMBO_ 2045MTPH,TEC-INS,P01,4.0,1.0,HOR002,MTAM001I2,PREV,10,Mtto de instrumentos 4000H,TEC-INS,PM01,2.0,10.0,MTAM001I210,HE
202,MTAM001,I2,PREV_INS_TAMBO_ 2045MTPH,TEC-INS,P01,4.0,1.0,HOR002,MTAM001I2,PREV,20,Contrastacion y/o ajuste 4000H,TEC-INS,PM01,2.0,10.0,MTAM001I220,HE
203,MTAM001,P1,PRED_CON_TAMBO_ 2045MTPH,TEC-PRED,P01,4.0,1.0,HOR002,MTAM001P1,PRED,10,Monitoreo de vibracion 330H,TEC-PRED,PM01,2.0,0.5,MTAM001P110,H3
204,MTAM001,P1,PRED_CON_TAMBO_ 2045MTPH,TEC-PRED,P01,4.0,1.0,HOR002,MTAM001P1,PRED,20,Monitoreo de termografia 330H,TEC-PRED,PM01,2.0,0.5,MTAM001P120,H3
205,MTAM001,P1,PRED_CON_TAMBO_ 2045MTPH,TEC-PRED,P01,4.0,1.0,HOR002,MTAM001P1,PRED,30,Monitoreo condicion por vibraciones 330H,TEC-PRED,PM01,1.0,0.3,MTAM001P130,H3
206,MTAM001,P1,PRED_CON_TAMBO_ 2045MTPH,TEC-PRED,P01,4.0,1.0,HOR002,MTAM001P1,PRED,40,Monitoreo condicion por termografia 330H,TEC-PRED,PM01,1.0,0.3,MTAM001P140,H3
207,MTAM001,P1,PRED_CON_TAMBO_ 2045MTPH,TEC-PRED,P01,4.0,1.0,HOR002,MTAM001P1,PRED,50,Monitoreo condicion por vibraciones 330H,TEC-PRED,PM01,1.0,0.3,MTAM001P150,H3
208,MTAM001,P1,PRED_CON_TAMBO_ 2045MTPH,TEC-PRED,P01,4.0,1.0,HOR002,MTAM001P1,PRED,60,Monitoreo condicion por termografia 330H,TEC-PRED,PM01,1.0,0.3,MTAM001P160,H3
209,MTAM001,P1,PRED_CON_TAMBO_ 2045MTPH,TEC-PRED,P01,4.0,1.0,HOR002,MTAM001P1,PRED,70,Monitoreo condicion por vibraciones 330H,TEC-PRED,PM01,1.0,0.3,MTAM001P170,H3
210,MTAM001,P1,PRED_CON_TAMBO_ 2045MTPH,TEC-PRED,P01,4.0,1.0,HOR002,MTAM001P1,PRED,80,Monitoreo condicion por termografia 330H,TEC-PRED,PM01,1.0,0.3,MTAM001P180,H3
211,MTAM001,P1,PRED_CON_TAMBO_ 2045MTPH,TEC-PRED,P01,4.0,1.0,HOR002,MTAM001P1,PRED,90,Inspeccion ultrasonido del tambor 330H,TEC-PRED,PM01,3.0,2.0,MTAM001P190,H3
212,MCHA001,M1,INSP_MEC_CHANC_ KB-54-67,TEC-MEC,P01,4.0,1.0,HOR002,MCHA001M1,INSP,10,Inspeccion de soplador 330H,TEC-MEC,PM01,2.0,1.0,MCHA001M110,H3
213,MCHA001,M1,INSP_MEC_CHANC_ KB-54-67,TEC-MEC,P01,4.0,1.0,HOR002,MCHA001M1,INSP,20,Inspeccion general chancadora 165H,TEC-MEC,PM01,2.0,14.8,MCHA001M120,H2
214,MCHA001,M1,INSP_MEC_CHANC_ KB-54-67,TEC-MEC,P01,4.0,1.0,HOR002,MCHA001M1,INSP,30,Inspeccion general chancadora 750H,TEC-MEC,PM01,2.0,4.3,MCHA001M130,H5
215,MCHA001,M1,INSP_MEC_CHANC_ KB-54-67,TEC-MEC,P01,4.0,1.0,HOR002,MCHA001M1,INSP,40,Inspeccion general chancadora 4000H,TEC-MEC,PM01,2.0,5.0,MCHA001M140,HE
216,MCHA001,M2,PREV_MEC_CHANC_ KB-54-67,TEC-MEC,P01,4.0,1.0,HOR002,MCHA001M2,PREV,10,Cambio de embrague 4000H,TEC-MEC,PM01,2.0,2.0,MCHA001M210,HE
217,MCHA001,M2,PREV_MEC_CHANC_ KB-54-67,TEC-MEC,P01,4.0,1.0,HOR002,MCHA001M2,PREV,20,Cambio de acoplamiento 4000H,TEC-MEC,PM01,2.0,2.0,MCHA001M220,HE
218,MCHA001,M2,PREV_MEC_CHANC_ KB-54-67,TEC-MEC,P01,4.0,1.0,HOR002,MCHA001M2,PREV,30,Cambio de las piezas de desgaste 8000H,TEC-MEC,PM01,4.0,12.0,MCHA001M230,HL
219,MCHA001,M2,PREV_MEC_CHANC_ KB-54-67,TEC-MEC,P01,4.0,1.0,HOR002,MCHA001M2,PREV,40,Cambio concavos de la trituradora 8000H,TEC-MEC,PM01,5.0,42.0,MCHA001M240,HL
220,MCHA001,M2,PREV_MEC_CHANC_ KB-54-67,TEC-MEC,P01,4.0,1.0,HOR002,MCHA001M2,PREV,50,Cambio concavos de la trituradora 8000H,TEC-MEC,PM01,5.0,42.0,MCHA001M250,HL
221,MCHA001,M2,PREV_MEC_CHANC_ KB-54-67,TEC-MEC,P01,4.0,1.0,HOR002,MCHA001M2,PREV,60,Cambio rueda conica 8000H,TEC-MEC,PM01,4.0,12.0,MCHA001M260,HL
222,MCHA001,M2,PREV_MEC_CHANC_ KB-54-67,TEC-MEC,P01,4.0,1.0,HOR002,MCHA001M2,PREV,70,Cambio eje principal (main shaft) 4000H,TEC-MEC,PM01,5.0,36.0,MCHA001M270,HE
223,MCHA001,M2,PREV_MEC_CHANC_ KB-54-67,TEC-MEC,P01,4.0,1.0,HOR002,MCHA001M2,PREV,80,Limpieza de la rejilla del dposito 165H,TEC-MEC,PM01,2.0,1.0,MCHA001M280,H2
224,MCHA001,M2,PREV_MEC_CHANC_ KB-54-67,TEC-MEC,P01,4.0,1.0,HOR002,MCHA001M2,PREV,90,Recarga dispositivo de compensacion 750H,TEC-MEC,PM01,2.0,1.0,MCHA001M290,H5
225,MCHA001,M2,PREV_MEC_CHANC_ KB-54-67,TEC-MEC,P01,4.0,1.0,HOR002,MCHA001M2,PREV,100,Mantenimiento de soplador 2000H,TEC-MEC,PM01,2.0,3.0,MCHA001M2100,HA
226,MCHA001,M2,PREV_MEC_CHANC_ KB-54-67,TEC-MEC,P01,4.0,1.0,HOR002,MCHA001M2,PREV,110,Cambio de filtros de soplador 4000H,TEC-MEC,PM01,2.0,2.0,MCHA001M2110,HE
227,MCHA001,M3,LUBR_MEC_CHANC_ KB-54-67,TEC-MEC,P01,4.0,1.0,HOR002,MCHA001M3,LUBR,10,Cambio de aceite 8000H,TEC-MEC,PM01,0.0,2.0,MCHA001M310,HL
228,MCHA001,M3,LUBR_MEC_CHANC_ KB-54-67,TEC-MEC,P01,4.0,1.0,HOR002,MCHA001M3,LUBR,20,Verificar nivel de aceite 165H,TEC-MEC,PM01,0.0,4.0,MCHA001M320,H2
229,MCHA001,M3,LUBR_MEC_CHANC_ KB-54-67,TEC-MEC,P01,4.0,1.0,HOR002,MCHA001M3,LUBR,30,Inspeccion filtro del respirador 750H,TEC-MEC,PM01,0.0,2.0,MCHA001M330,H5
230,MCHA001,M3,LUBR_MEC_CHANC_ KB-54-67,TEC-MEC,P01,4.0,1.0,HOR002,MCHA001M3,LUBR,40,Cambio de grasa 4000H,TEC-MEC,PM01,0.0,4.0,MCHA001M340,HE
231,MCHA001,M3,LUBR_MEC_CHANC_ KB-54-67,TEC-MEC,P01,4.0,1.0,HOR002,MCHA001M3,LUBR,50,Cambio de aceite 2000H,TEC-MEC,PM01,2.0,4.0,MCHA001M350,HA
232,MCHA001,M3,LUBR_MEC_CHANC_ KB-54-67,TEC-MEC,P01,4.0,1.0,HOR002,MCHA001M3,LUBR,60,Cambio de aceite 4000H,TEC-MEC,PM01,2.0,4.0,MCHA001M360,HE
233,MCHA001,E1,INSP_ELE_CHANC_ KB-54-67,TEC-ELE,P01,4.0,1.0,CAL001,MCHA001E1,INSP,10,Insp caja de terminales del rotor 3M,TEC-ELE,PM01,2.0,2.0,MCHA001E110,S7
234,MCHA001,E1,INSP_ELE_CHANC_ KB-54-67,TEC-ELE,P01,4.0,1.0,CAL001,MCHA001E1,INSP,20,Inspeccion general motor 1S,TEC-ELE,PM01,2.0,20.5,MCHA001E120,S1
235,MCHA001,E2,PREV_ELE_CHANC_ KB-54-67,TEC-ELE,P01,4.0,1.0,HOR002,MCHA001E2,PREV,10,Limpieza del panel de control 2000H,TEC-ELE,PM01,1.0,2.0,MCHA001E210,HA
236,MCHA001,E2,PREV_ELE_CHANC_ KB-54-67,TEC-ELE,P01,4.0,1.0,HOR002,MCHA001E2,PREV,20,Mantenimiento gabinete control 2000H,TEC-ELE,PM01,2.0,2.0,MCHA001E220,HA
237,MCHA001,E2,PREV_ELE_CHANC_ KB-54-67,TEC-ELE,P01,4.0,1.0,HOR002,MCHA001E2,PREV,30,Mtto general botonera de campo 2000H,TEC-ELE,PM01,2.0,2.0,MCHA001E230,HA
238,MCHA001,E2,PREV_ELE_CHANC_ KB-54-67,TEC-ELE,P01,4.0,1.0,HOR002,MCHA001E2,PREV,40,Mtto general cajas de conexiones 2000H,TEC-ELE,PM01,2.0,4.0,MCHA001E240,HA
239,MCHA001,E2,PREV_ELE_CHANC_ KB-54-67,TEC-ELE,P01,4.0,1.0,HOR002,MCHA001E2,PREV,50,Mtto general calentador 2000H,TEC-ELE,PM01,2.0,10.0,MCHA001E250,HA
240,MCHA001,E2,PREV_ELE_CHANC_ KB-54-67,TEC-ELE,P01,4.0,1.0,HOR002,MCHA001E2,PREV,60,Mtto general lrs 2000H,TEC-ELE,PM01,2.0,7.0,MCHA001E260,HA
241,MCHA001,E2,PREV_ELE_CHANC_ KB-54-67,TEC-ELE,P01,4.0,1.0,HOR002,MCHA001E2,PREV,70,Mtto general motor electrico b 2000H,TEC-ELE,PM01,2.0,2.5,MCHA001E270,HA
242,MCHA001,E2,PREV_ELE_CHANC_ KB-54-67,TEC-ELE,P01,4.0,1.0,HOR002,MCHA001E2,PREV,80,Mtto general motor electrico chancadora 2000H,TEC-ELE,PM01,2.0,10.8,MCHA001E280,HA
243,MCHA001,E2,PREV_ELE_CHANC_ KB-54-67,TEC-ELE,P01,4.0,1.0,HOR002,MCHA001E2,PREV,90,Mtto general motor electrico f 2000H,TEC-ELE,PM01,2.0,6.0,MCHA001E290,HA
244,MCHA001,E2,PREV_ELE_CHANC_ KB-54-67,TEC-ELE,P01,4.0,1.0,HOR002,MCHA001E2,PREV,100,Mtto general motor electrico h 2000H,TEC-ELE,PM01,2.0,20.0,MCHA001E2100,HA
