,key_dutie,Primary task detail activity,Maintenance type,Specialist,Constraint,Time,Amount Craft,Frequency,Unidad Periodo,Date task done,Man hour,Strategy
95,2271-TH-201|02-01-03,Verificar para descartar desgaste o componentes faltantes y el ajuste de los pernos.,INSP,TEC-MEC,MAR,1.5,1,4000.0,H,2021-04-01,1.5,4000H
96,2271-TH-201|02-02-01,"Limpiar las cabezas hexagonales de los pernos, con torquimetro constatar el ajuste dado por el fabricante.",PREV,TEC-MEC,MAR,1.5,1,8000.0,H,2021-04-01,1.5,8000H
97,2271-TH-201|02-02-02,"En la parte inferior de las rastra medir la distancia respecto al piso del espesador, anotarlo en cuaderno, comparar los datos obtenidos con los niveles de alerta y peligro. Distancia inferior rastra/ tanque 153mm rastra corta, 258mm rastra larga.",PREV,TEC-MEC,DET,1.5,1,8000.0,H,2021-04-01,1.5,8000H
98,2271-TH-201|02-02-03,"Observar cualquier grieta o fisura en los brazos largos y cortos, determinar el estado de zonas en desgaste con un análisis por liquido penetrante para determinar su cambio.",INSP,TEC-MEC,DET,1.0,2,8000.0,H,2021-04-01,2.0,8000H
99,2271-TH-201|02-02-04,"Con el espesador vacio y sin obstrucciones en el interior, soportar cuchilla con tacos de madera, retirar pernos de fijacion de cuchillas a la estructura de la rastra, quitar cuchilla fuera del brazo de rastra, repetir accion por todas las cuchillas usadas, traer cuchillas nuevas, soportar su peso sobre tacos o soportes, colocar pernos de fijacion.",PREV,TEC-MEC,DET,6.0,2,8000.0,H,2021-04-01,12.0,8000H
100,2271-TH-201|02-03-01,"Bloquear el eje en la posicion mas alta, ingresar por el nivel inferior del espesador, cambiar los raspadores gastados, medir la distancia entre el cono de descarga y el raspador que debe ser 100mm.",INSP,TEC-MEC,DET,2.5,2,8000.0,H,2021-04-01,5.0,8000H
101,2271-TH-201|02-04-01,"Inspeccionar el cono y la soldadura en la unión de la parte superior del cono, y el piso del tanque para descartar cualquier daño.",INSP,TEC-MEC,DET,12.0,4,8000.0,H,2021-04-01,48.0,8000H
102,2271-TH-201|02-04-02,"Verificar las superficies externas del tanque en busca de signos de oxidación o daños, Comprobar si los pasillos, escaleras o peldaños presentan óxido o daños.",INSP,TEC-MEC,DET,1.0,1,2000.0,H,2021-04-01,1.0,2000H
103,2271-TH-201|02-04-03,"Drenar el espesador, Inspeccionar completamente el tanque y la canaleta en busca de signos de oxidación o daños, inspeccionar el suelo del tanque. Verificar alineamiento topográfico en el eje.",INSP,TEC-MEC,DET,1.0,1,8000.0,H,2021-04-01,1.0,8000H
104,2271-TH-201|02-04-04,"Inspeccione los pernos en los soportes del tanque, en el tanque, en el puente, en la unidad de accionamiento del rastrillo y en el mecanismo en busca de señales de daños o corrosión.",INSP,TEC-MEC,MAR,3.5,2,8000.0,H,2021-04-01,7.0,8000H
105,2271-TH-201|02-05-01,"Inspeccionar visualmente el tanque para detectar signos de fugas en las bridas, Comprobar que el nivel del líquido de funcionamiento del tanque esté por encima de la placa de orificio pero por debajo de la cámara de expansión de espuma.",INSP,TEC-MEC,MAR,2.0,1,2000.0,H,2021-04-01,2.0,2000H
106,2271-TH-201|02-05-02,"Verificar el suministero de agua este conectado adecuadamente, enciender la bomba de agua de rociado y comprobar que todas las boquillas de rociado proporcionen rocíos uniformes. Drenar el tanque de deaireación, limpiar todos los sólidos de la base, inspeccionar todas las boquillas y bridas.",PREV,TEC-MEC,DET,12.0,4,8000.0,H,2021-04-01,48.0,8000H
107,2271-TH-201|02-06-01,"Verificar que las colgaderas no presenten daños u oxido, asi como el ajuste de los pernos.",INSP,TEC-MEC,MAR,2.0,1,2000.0,H,2021-04-01,2.0,2000H
108,2271-TH-201|02-06-02,"Asegurar de que los pernos del grado estructural correcto, retirar uno a uno cada perno viejo, verificar los pares de apriete de todos los pernos.",INSP,TEC-MEC,MAR,2.5,1,8000.0,H,2021-04-01,2.5,8000H
109,3122-FE-302|01-04-01,Verificar la temperatura de los rodamientos con el pirómetro con rangos entre 70 °C y 90 °C.. Verificar ruido y/o vibración en condiciones normales. Verificar fuga de aceite por empaques y/o sello radiales. Verificar solturas y/o desajuste en los elementos de unión.,INSP,TEC-MEC,MAR,0.5,2,330.0,H,2021-04-01,1.0,330H
110,3122-FE-302|01-04-02,Verificar el nivel de aceite correcto De ser necesario rellenar con aceite ISO VG 220 - Mobilgear 600 XP 220 hasta donde indique la mirilla de aceite.,INSP,TEC-MEC,MAR,0.25,2,660.0,H,2021-04-01,0.5,660H
111,3122-FE-302|01-04-04,"Debe de drenar todo el aceite del reductor, realizar la limpieza interna con disolvente industrial, rellenar el reductor con aceite ISO VG 220 - Mobilgear 600 XP 220, 55 litros.",PREV,TEC-MEC,DET,3.0,2,4000.0,H,2021-04-01,6.0,4000H
112,3122-FE-302|01-05-01,Verificar la temperatura de los rodamientos con el pirómetro con rangos entre 70 °C y 90 °C.. Verificar ruido y/o vibración en condiciones normales. Verificar fuga de aceite por empaques y/o sello radiales. Verificar solturas y/o desajuste en los elementos de unión.,INSP,TEC-MEC,MAR,0.5,2,660.0,H,2021-04-01,1.0,660H
113,3122-FE-302|01-05-02,"Desmontar el eje del conjunto, montarlo sobre soportes que aseguren una posición horizontal ( montado entre centros en un torno), con la ayuda de instrumentos de medición verificar desgastes en los apoyos de rodamientos, apoyos de sellos. Verificar flexión en el eje.",INSP,TEC-MEC,DET,1.0,2,4000.0,H,2021-04-01,2.0,4000H
114,3122-FE-302|01-05-03,Realizar un proceso de relubricación de los apoyos del eje motriz periódico con grasa del tipo NLGI 2.,LUBR,TEC-MEC,MAR,0.25,2,660.0,H,2021-04-01,0.5,660H
115,3122-FE-302|01-05-04,"Realizar el proceso de cambio de grasa de los apoyos del eje motriz, desmontar las tapas de los apoyos desmontar el apoyo de la base del alimentadores , drenar toda la grasa y limpiar con solvente industrial, rellenar con grasa del tipo NLGI 2 en la cantidad requerida, montar el componente, y verificar la estanqueidad.",PREV,TEC-MEC,DET,2.0,2,4000.0,H,2021-04-01,4.0,4000H
116,3122-FE-302|02-01-01,"Verificar solturas o roturas de pernos, retorquear o cambiar de acuerdo a condición. Detectar ruídos extraños.",INSP,TEC-MEC,DET,2.0,2,660.0,H,2021-04-01,4.0,660H
117,3122-FE-302|02-01-02,"Verificar el desgaste de las placas (verificar el espesor), verificar el ajuste de los elementos de unión ( la primera inspección debe ser a las 100 horas de trabajo).",INSP,TEC-MEC,DET,2.0,2,2000.0,H,2021-04-01,4.0,2000H
118,3122-FE-302|02-02-01,"Verificar solturas o roturas de pernos tensores de cadena, retorquear o cambiar de acuerdo a condición. Detectar ruídos extraños.",INSP,TEC-MEC,DET,0.5,2,660.0,H,2021-04-01,1.0,660H
119,3122-FE-302|02-02-02,"Verificar el desgaste de las cadenas , comparar los valores de desgaste con las tablas suministradas por el fabricante para determinar si es necesario el cambio de las mismas.",INSP,TEC-MEC,DET,2.0,2,2000.0,H,2021-04-01,4.0,2000H
120,3122-FE-302|03-01-02,Verificar el desgaste de los rodillos comparando el desgaste con las tablas de desgaste que provee el fabricante para determinar su cambio. Verificar solturas y/o desajuste en los elementos de unión.,INSP,TEC-MEC,DET,2.0,2,4000.0,H,2021-04-01,4.0,4000H
121,3122-FE-302|03-02-01,Verificar el desgaste de los rodillos comparando el desgaste con las tablas de desgaste que provee el fabricante para determinar su cambio. Verificar solturas y/o desajuste en los elementos de unión.,INSP,TEC-MEC,DET,2.0,2,4000.0,H,2021-04-01,4.0,4000H
122,2229-PU-235|01-03-01,"Desgaste en las poleas, verificar ruido inusual y solturas en componentes de transmisión.",INSP,TEC-MEC,MAR,0.25,1,660.0,H,2021-04-01,0.25,660H
123,2229-PU-235|01-03-02,"Fijar el eje del equipo para desmontar las fajas de transmisión. Retirar las fajas de transmisión una por una rotando el equipo lentamente. Verificar con galgas el desgaste de las poleas de transmisión, de ser necesario cambiar poleas de transmisión. Montar las fajas de transmisión una por una rotando el equipo lentamente y tensar las mismas (verificar en todo momento el alineamiento antes de fijar los componentes en su posición final).",PREV,TEC-MEC,DET,2.0,2,4000.0,H,2021-04-01,4.0,4000H
124,2229-PU-235|02-01-01,"Verificar fugas en la columna de descarga de la bomba y la unión de tuberías y bridas, realizar el cambio de empaques (juntas) de ser necesario. Inspección de malla de succión.",INSP,TEC-MEC,MAR,0.25,2,660.0,H,2021-04-01,0.5,660H
125,2229-PU-235|02-01-02,"Desmontar la voluta, retirar los pernos de unión de la carcasa, retirar eje e impulsor, retirar pernos de sujeción de revestimiento, montar eje e impulsor, armar la carcasa, montar la voluta, asegurar los elementos y verificar estanqueidad.",PREV,TEC-MEC,DET,4.0,3,8000.0,H,2021-04-01,12.0,8000H
126,2229-PU-235|02-01-03,"Limpiar la parte externa del equipo, inspeccionar la malla de succión, arenar y/o pintar la bomba para evitar corrosión y desgastes externos.",PREV,TEC-MEC,DET,3.0,2,8000.0,H,2021-04-01,6.0,8000H
127,2229-PU-235|02-02-01,"Desmontar en la carcasa el lado de la succión para tener acceso al impulsor, determinar el estado del impulsor (desgaste y/o corrosión), desmontar el impulsor del eje, verificar el desgaste en el eje, verificar el anillo de desgaste, montar el nuevo impulsor, regular la holgura entre carcasa e impulsor, torquear el perno de ajuste del impulsor, inspección y reemplazo de las empaquetaduras, torquear pernos de la carcasa (ajustar los pernos en cruz).",PREV,TEC-MEC,DET,5.0,3,4000.0,H,2021-04-01,15.0,4000H
128,2229-PU-235|02-03-01,Verificar que no existan ruidos ni vibraciones inusuales. Verificar la temperatura no exceda 100 °C. Verificar fugas de grasa por los sellos y/o juntas.,INSP,TEC-MEC,MAR,0.25,1,660.0,H,2021-04-01,0.25,660H
129,2229-PU-235|02-03-06,"Utilizar para su lubricación una grasa de grado NLGI 2 - Móbil AW2, para el rodamiento lado bomba utilizar una cantidad de 280 gr de manera inicial y una cantidad de 93 gr. en la relubricación. Para el rodamiento lado motor utilizar una cantidad de 210 gr de manera inicial y una cantidad de 70 gr. en la relubricación.",LUBR,TEC-MEC,MAR,0.25,1,660.0,H,2021-04-01,0.25,660H
130,2229-PU-235|02-04-01,"Cambiar los elementos de unión como pernos, chavetas, pasadores, etc. De presentarse estiramiento, o deformación por esfuerzos de compresión, tracción o cizallamiento.",PREV,TEC-MEC,DET,2.0,2,8000.0,H,2021-04-01,4.0,8000H
131,2242-PU-236|01-03-01,"Inspección del desgaste de las fajas, desgaste en las poleas, verificar ruido inusual y solturas en componentes de transmisión.",INSP,TEC-MEC,MAR,0.25,1,660.0,H,2021-04-01,0.25,660H
132,2242-PU-236|01-03-02,"Fijar el eje del equipo para desmontar las fajas de transmisión. Retirar las fajas de transmisión una por una rotando el equipo lentamente. Verificar con galgas el desgaste de las poleas de transmisión, de ser necesario cambiar poleas de transmisión. Montar las fajas de transmisión una por una rotando el equipo lentamente y tensar las mismas (verificar en todo momento el alineamiento antes de fijar los componentes en su posición final).",PREV,TEC-MEC,DET,2.0,2,4000.0,H,2021-04-01,4.0,4000H
133,2242-PU-236|02-01-01,"Verificar fugas en la columna de descarga de la bomba y la unión de tuberías y bridas, realizar el cambio de empaques (juntas) de ser necesario. Inspección de malla de succión.",INSP,TEC-MEC,MAR,0.25,2,660.0,H,2021-04-01,0.5,660H
134,2242-PU-236|02-01-02,"Desmontar la voluta, retirar los pernos de unión de la carcasa, retirar eje e impulsor, retirar pernos de sujeción de revestimiento, montar eje e impulsor, armar la carcasa, montar la voluta, asegurar los elementos y verificar estanqueidad.",PREV,TEC-MEC,DET,4.0,3,8000.0,H,2021-04-01,12.0,8000H
135,2242-PU-236|02-01-03,"Limpiar la parte externa del equipo, inspeccionar la malla de succión, arenar y/o pintar la bomba para evitar corrosión y desgastes externos.",PREV,TEC-MEC,DET,3.0,2,8000.0,H,2021-04-01,6.0,8000H
136,2242-PU-236|02-02-01,"Desmontar en la carcasa el lado de la succión para tener acceso al impulsor, determinar el estado del impulsor (desgaste y/o corrosión), desmontar el impulsor del eje, verificar el desgaste en el eje, verificar el anillo de desgaste, montar el nuevo impulsor, regular la holgura entre carcasa e impulsor, torquear el perno de ajuste del impulsor, inspección y reemplazo de las empaquetaduras, torquear pernos de la carcasa (ajustar los pernos en cruz).",PREV,TEC-MEC,DET,5.0,3,4000.0,H,2021-04-01,15.0,4000H
137,2242-PU-236|02-03-01,Verificar que no existan ruidos ni vibraciones inusuales. Verificar la temperatura no exceda 100°C. Verificar fugas de grasa por los sellos y/o juntas.,INSP,TEC-MEC,MAR,0.25,1,660.0,H,2021-04-01,0.25,660H
138,2242-PU-236|02-03-06,"Utilizar para su lubricación una grasa de grado NLGI 2 - Móbil AW2, para el rodamiento lado bomba utilizar una cantidad de 280 gr de manera inicial y una cantidad de 93 gr. en la relubricación. Para el rodamiento lado motor utilizar una cantidad de 210 gr de manera inicial y una cantidad de 70 gr. en la relubricación.",LUBR,TEC-MEC,MAR,0.25,1,660.0,H,2021-04-01,0.25,660H
139,2242-PU-236|02-04-01,"Cambiar los elementos de unión como pernos, chavetas, pasadores, etc. De presentarse estiramiento, o deformación por esfuerzos de compresión, tracción o cizallamiento.",PREV,TEC-MEC,DET,2.0,2,8000.0,H,2021-04-01,4.0,8000H
140,2133-FE-204|01-04-02,Verificar el nivel de aceite correcto De ser necesario rellenar con aceite ISO VG 220 hasta donde indique la mirilla de aceite.,INSP,TEC-MEC,MAR,0.25,2,660.0,H,2021-04-01,0.5,660H
141,2133-FE-204|01-04-03,"Debe de drenar todo el aceite del reductor, realizar la limpieza interna con disolvente industrial, rellenar el reductor con aceite ISO VG 220 hasta el nivel requerido.",PREV,TEC-MEC,DET,3.0,2,2000.0,H,2021-04-01,6.0,2000H
142,2133-FE-204|01-05-01,Retirar válvula de muestreo. Insertar manguera de extracción sujeto a la jeringa y/o bomba de vacío. Colocar envase esterilizado y llenar con aceite que será analizado hasta las 3/4 partes. Tapar el envase para evitar contaminación externa. Retirar manguera y colocar válvula de muestreo. Limpiar rastros de aceite.,PREV,TEC-MEC,MAR,0.5,2,660.0,H,2021-04-01,1.0,660H
143,2133-FE-204|01-05-02,"Realizar la lubricación del sello con una frecuencia mensual, cantidad de 0.1kg, emplear Mobil Polyrex EM.",PREV,TEC-MEC,MAR,0.5,2,660.0,H,2021-04-01,1.0,660H
144,2133-FE-204|02-01-01,"Verificar desgaste, desprendimiento y/o rotura de la banda. Verificar el tensado y/o soltura de la banda. Verificar que la banda trabaje alineada.",INSP,TEC-MEC,MAR,0.25,1,330.0,H,2021-04-01,0.25,330H
145,2133-FE-204|02-01-02,"Verificar el desgaste de la banda. Cortar y retirar la banda. Montar la nueva banda, de ser necesario retirar polines donde se empalmará la banda. Pasar la banda y enfrentar las puntas, realizar el escalonado en ambas puntas. Lijar y aplicar el pegamento vulcanizante. Instalar el equipo para vulcanizar a la presión y temperatura adecuada. Dejar enfriar la banda e instalar los polines retirados. Verificar el correcto tensando y el alineamiento de la banda.",PREV,TEC-MEC,DET,16.0,6,8000.0,H,2021-04-01,96.0,8000H
146,2133-FE-204|02-02-01,"Verificar la temperatura de las chumaceras con el pirómetro con rangos entre 60 °C y 90 °C. Verificar ruido y/o vibración en condiciones normales, de encontrar un comportamiento inusual, medir con el vibrómetro en los puntos de las chumaceras . Verificar fuga de grasa por empaques y/o sello radiales, de ser necesario lubricar con grasa NLGI 2 EP. Verificar desgaste, desprendimiento y/o rotura del revestimiento. Verificar solturas y/o desajuste en los elementos de unión.",INSP,TEC-MEC,MAR,0.25,1,330.0,H,2021-04-01,0.25,330H
147,2133-FE-204|02-02-02,"Verificar desgaste, desprendimiento y/o rotura del revestimiento. Tomar medidas del espesor del revestimiento.",INSP,TEC-MEC,DET,0.25,2,2000.0,H,2021-04-01,0.5,2000H
148,2133-FE-204|02-02-05,Realizar un proceso de relubricación de los apoyos del eje motriz periódico con grasa del tipo Mobil Polyrex EM.,PREV,TEC-MEC,MAR,0.25,2,4000.0,H,2021-04-01,0.5,4000H
149,2133-FE-204|02-02-06,"Realizar el proceso de cambio de grasa de los apoyos del eje motriz, desmontar las tapas de los apoyos desmontar el apoyo de la base del alimentadores , drenar toda la grasa y limpiar con solvente industrial, rellenar con grasa del tipo NLGI 2 en la cantidad requerida, montar el componente, y verificar la estanqueidad.",PREV,TEC-MEC,DET,2.0,2,4000.0,H,2021-04-01,4.0,4000H
150,2133-FE-204|02-03-01,"Verificar la temperatura de las chumaceras con el pirómetro con rangos entre 60 °C y 90 °C. Verificar ruido y/o vibración en condiciones normales, de encontrar un comportamiento inusual, medir con el vibrómetro en los puntos de las chumaceras . Verificar fuga de grasa por empaques y/o sello radiales, de ser necesario lubricar con grasa NLGI 2 EP. Verificar desgaste, desprendimiento y/o rotura del revestimiento. Verificar solturas y/o desajuste en los elementos de unión.",INSP,TEC-MEC,MAR,1.0,2,330.0,H,2021-04-01,2.0,330H
151,2133-FE-204|02-03-02,"Verificar desgaste, desprendimiento y/o rotura del revestimiento. Tomar medidas del espesor del revestimiento.",INSP,TEC-MEC,DET,0.5,2,2000.0,H,2021-04-01,1.0,2000H
152,2133-FE-204|02-03-05,Realizar un proceso de relubricación de los apoyos del eje motriz periódico con grasa del tipo Mobil Polyrex EM.,PREV,TEC-MEC,MAR,0.5,2,4000.0,H,2021-04-01,1.0,4000H
