PE,1_WBS,2_WBS,3_WBS,4_WBS,WBS,Level,All,Lvl 1,Lvl 1 ENG,Lvl 1 ESP,Lvl 2,Lvl 2 ENG,Lvl 2 ESP,Lvl 3,Lvl 3 ENG,Lvl 3 ESP,Lvl 4,Lvl 1 ENG,Lvl 1 ESP
2244,2,2,4,4,2244,4,Cleaner 2 / Limpiador 2,SULFIDE CONCENTRATOR / CONCENTRADORA DE SULFURO,SULFIDE CONCENTRATOR,CONCENTRADORA DE SULFURO,CONCENTRATOR / CONCENTRADORA,CONCENTRATOR,CONCENTRADORA,FLOTATION / FLOTACIÓN,FLOTATION,FLOTACIÓN,Cleaner 2 / Limpiador 2,Cleaner 2,Limpiador 2
2246,2,2,4,6,2246,4,Cleaner Scalper / Separador Limpiador,SULFIDE CONCENTRATOR / CONCENTRADORA DE SULFURO,SULFIDE CONCENTRATOR,CONCENTRADORA DE SULFURO,CONCENTRATOR / CONCENTRADORA,CONCENTRATOR,CONCENTRADORA,FLOTATION / FLOTACIÓN,FLOTATION,FLOTACIÓN,Cleaner Scalper / Separador Limpiador,Cleaner Scalper,Separador Limpiador
2247,2,2,4,7,2247,4,Cleaner Scavenger / Depurador Limpiador,SULFIDE CONCENTRATOR / CONCENTRADORA DE SULFURO,SULFIDE CONCENTRATOR,CONCENTRADORA DE SULFURO,CONCENTRATOR / CONCENTRADORA,CONCENTRATOR,CONCENTRADORA,FLOTATION / FLOTACIÓN,FLOTATION,FLOTACIÓN,Cleaner Scavenger / Depurador Limpiador,Cleaner Scavenger,Depurador Limpiador
2248,2,2,4,8,2248,4,Particle Size Monitoring (PSM) & On-Stream Analysis (OSA) / Monitoreo de Tamaño de Partículas (PSM) y Análisis en Línea (OSA),SULFIDE CONCENTRATOR / CONCENTRADORA DE SULFURO,SULFIDE CONCENTRATOR,CONCENTRADORA DE SULFURO,CONCENTRATOR / CONCENTRADORA,CONCENTRATOR,CONCENTRADORA,FLOTATION / FLOTACIÓN,FLOTATION,FLOTACIÓN,Particle Size Monitoring (PSM) & On-Stream Analysis (OSA) / Monitoreo de Tamaño de Partículas (PSM) y Análisis en Línea (OSA),Particle Size Monitoring (PSM) & On-Stream Analysis (OSA),Monitoreo de Tamaño de Partículas (PSM) y Análisis en Línea (OSA)
2249,2,2,4,9,2249,4,Flotation General / Flotación - General,SULFIDE CONCENTRATOR / CONCENTRADORA DE SULFURO,SULFIDE CONCENTRATOR,CONCENTRADORA DE SULFURO,CONCENTRATOR / CONCENTRADORA,CONCENTRATOR,CONCENTRADORA,FLOTATION / FLOTACIÓN,FLOTATION,FLOTACIÓN,Flotation General / Flotación - General,Flotation General,Flotación - General
225,2,2,5,0,2250,3,REGRINDING / REMOLIENDA,SULFIDE CONCENTRATOR / CONCENTRADORA DE SULFURO,SULFIDE CONCENTRATOR,CONCENTRADORA DE SULFURO,CONCENTRATOR / CONCENTRADORA,CONCENTRATOR,CONCENTRADORA,REGRINDING / REMOLIENDA,REGRINDING,REMOLIENDA,,,
2251,2,2,5,1,2251,4,Regrind Mill Feed / Alimentador de Molino de Remolienda,SULFIDE CONCENTRATOR / CONCENTRADORA DE SULFURO,SULFIDE CONCENTRATOR,CONCENTRADORA DE SULFURO,CONCENTRATOR / CONCENTRADORA,CONCENTRATOR,CONCENTRADORA,REGRINDING / REMOLIENDA,REGRINDING,REMOLIENDA,Regrind Mill Feed / Alimentador de Molino de Remolienda,Regrind Mill Feed,Alimentador de Molino de Remolienda
2252,2,2,5,2,2252,4,Regrind Mill / Molino de Remolienda,SULFIDE CONCENTRATOR / CONCENTRADORA DE SULFURO,SULFIDE CONCENTRATOR,CONCENTRADORA DE SULFURO,CONCENTRATOR / CONCENTRADORA,CONCENTRATOR,CONCENTRADORA,REGRINDING / REMOLIENDA,REGRINDING,REMOLIENDA,Regrind Mill / Molino de Remolienda,Regrind Mill,Molino de Remolienda
2253,2,2,5,3,2253,4,Regrind Mill Discharge / Descarga de Molino de Remolienda,SULFIDE CONCENTRATOR / CONCENTRADORA DE SULFURO,SULFIDE CONCENTRATOR,CONCENTRADORA DE SULFURO,CONCENTRATOR / CONCENTRADORA,CONCENTRATOR,CONCENTRADORA,REGRINDING / REMOLIENDA,REGRINDING,REMOLIENDA,Regrind Mill Discharge / Descarga de Molino de Remolienda,Regrind Mill Discharge,Descarga de Molino de Remolienda
2254,2,2,5,4,2254,4,Regrind Mill Classification / Clasificación de Molino de Remolienda,SULFIDE CONCENTRATOR / CONCENTRADORA DE SULFURO,SULFIDE CONCENTRATOR,CONCENTRADORA DE SULFURO,CONCENTRATOR / CONCENTRADORA,CONCENTRATOR,CONCENTRADORA,REGRINDING / REMOLIENDA,REGRINDING,REMOLIENDA,Regrind Mill Classification / Clasificación de Molino de Remolienda,Regrind Mill Classification,Clasificación de Molino de Remolienda
2255,2,2,5,5,2255,4,Ball Mill Media Feed System / Sistema de Alimentación de Granallado para Molino de Bolas,SULFIDE CONCENTRATOR / CONCENTRADORA DE SULFURO,SULFIDE CONCENTRATOR,CONCENTRADORA DE SULFURO,CONCENTRATOR / CONCENTRADORA,CONCENTRATOR,CONCENTRADORA,REGRINDING / REMOLIENDA,REGRINDING,REMOLIENDA,Ball Mill Media Feed System / Sistema de Alimentación de Granallado para Molino de Bolas,Ball Mill Media Feed System,Sistema de Alimentación de Granallado para Molino de Bolas
2259,2,2,5,9,2259,4,Regrinding General / Remolienda - General,SULFIDE CONCENTRATOR / CONCENTRADORA DE SULFURO,SULFIDE CONCENTRATOR,CONCENTRADORA DE SULFURO,CONCENTRATOR / CONCENTRADORA,CONCENTRATOR,CONCENTRADORA,REGRINDING / REMOLIENDA,REGRINDING,REMOLIENDA,Regrinding General / Remolienda - General,Regrinding General,Remolienda - General
226,2,2,6,0,2260,3,"CONCENTRATE THICKENING, STORAGE, FILTRATION, AND LOAD OUT / ESPESADO, ALMACENAMIENTO, FILTRACIÓN Y DESCARGA DE CONCENTRADO",SULFIDE CONCENTRATOR / CONCENTRADORA DE SULFURO,SULFIDE CONCENTRATOR,CONCENTRADORA DE SULFURO,CONCENTRATOR / CONCENTRADORA,CONCENTRATOR,CONCENTRADORA,"CONCENTRATE THICKENING, STORAGE, FILTRATION, AND LOAD OUT / ESPESADO, ALMACENAMIENTO, FILTRACIÓN Y DESCARGA DE CONCENTRADO","CONCENTRATE THICKENING, STORAGE, FILTRATION, AND LOAD OUT","ESPESADO, ALMACENAMIENTO, FILTRACIÓN Y DESCARGA DE CONCENTRADO",,,
2261,2,2,6,1,2261,4,Concentrate Thickening / Espesado de Concentrado,SULFIDE CONCENTRATOR / CONCENTRADORA DE SULFURO,SULFIDE CONCENTRATOR,CONCENTRADORA DE SULFURO,CONCENTRATOR / CONCENTRADORA,CONCENTRATOR,CONCENTRADORA,"CONCENTRATE THICKENING, STORAGE, FILTRATION, AND LOAD OUT / ESPESADO, ALMACENAMIENTO, FILTRACIÓN Y DESCARGA DE CONCENTRADO","CONCENTRATE THICKENING, STORAGE, FILTRATION, AND LOAD OUT","ESPESADO, ALMACENAMIENTO, FILTRACIÓN Y DESCARGA DE CONCENTRADO",Concentrate Thickening / Espesado de Concentrado,Concentrate Thickening,Espesado de Concentrado
2262,2,2,6,2,2262,4,Concentrate Storage & Filter Feed / Almacenamiento y Alimentación de Filtro,SULFIDE CONCENTRATOR / CONCENTRADORA DE SULFURO,SULFIDE CONCENTRATOR,CONCENTRADORA DE SULFURO,CONCENTRATOR / CONCENTRADORA,CONCENTRATOR,CONCENTRADORA,"CONCENTRATE THICKENING, STORAGE, FILTRATION, AND LOAD OUT / ESPESADO, ALMACENAMIENTO, FILTRACIÓN Y DESCARGA DE CONCENTRADO","CONCENTRATE THICKENING, STORAGE, FILTRATION, AND LOAD OUT","ESPESADO, ALMACENAMIENTO, FILTRACIÓN Y DESCARGA DE CONCENTRADO",Concentrate Storage & Filter Feed / Almacenamiento y Alimentación de Filtro,Concentrate Storage & Filter Feed,Almacenamiento y Alimentación de Filtro
2263,2,2,6,3,2263,4,Concentrate Filtration / Filtración de Concentrado,SULFIDE CONCENTRATOR / CONCENTRADORA DE SULFURO,SULFIDE CONCENTRATOR,CONCENTRADORA DE SULFURO,CONCENTRATOR / CONCENTRADORA,CONCENTRATOR,CONCENTRADORA,"CONCENTRATE THICKENING, STORAGE, FILTRATION, AND LOAD OUT / ESPESADO, ALMACENAMIENTO, FILTRACIÓN Y DESCARGA DE CONCENTRADO","CONCENTRATE THICKENING, STORAGE, FILTRATION, AND LOAD OUT","ESPESADO, ALMACENAMIENTO, FILTRACIÓN Y DESCARGA DE CONCENTRADO",Concentrate Filtration / Filtración de Concentrado,Concentrate Filtration,Filtración de Concentrado
2264,2,2,6,4,2264,4,Final Concentrate Storage / Almacenamiento de Concentrado Final,SULFIDE CONCENTRATOR / CONCENTRADORA DE SULFURO,SULFIDE CONCENTRATOR,CONCENTRADORA DE SULFURO,CONCENTRATOR / CONCENTRADORA,CONCENTRATOR,CONCENTRADORA,"CONCENTRATE THICKENING, STORAGE, FILTRATION, AND LOAD OUT / ESPESADO, ALMACENAMIENTO, FILTRACIÓN Y DESCARGA DE CONCENTRADO","CONCENTRATE THICKENING, STORAGE, FILTRATION, AND LOAD OUT","ESPESADO, ALMACENAMIENTO, FILTRACIÓN Y DESCARGA DE CONCENTRADO",Final Concentrate Storage / Almacenamiento de Concentrado Final,Final Concentrate Storage,Almacenamiento de Concentrado Final
2265,2,2,6,5,2265,4,Concentrate Load Out / Descarga de Concentrado,SULFIDE CONCENTRATOR / CONCENTRADORA DE SULFURO,SULFIDE CONCENTRATOR,CONCENTRADORA DE SULFURO,CONCENTRATOR / CONCENTRADORA,CONCENTRATOR,CONCENTRADORA,"CONCENTRATE THICKENING, STORAGE, FILTRATION, AND LOAD OUT / ESPESADO, ALMACENAMIENTO, FILTRACIÓN Y DESCARGA DE CONCENTRADO","CONCENTRATE THICKENING, STORAGE, FILTRATION, AND LOAD OUT","ESPESADO, ALMACENAMIENTO, FILTRACIÓN Y DESCARGA DE CONCENTRADO",Concentrate Load Out / Descarga de Concentrado,Concentrate Load Out,Descarga de Concentrado
2269,2,2,6,9,2269,4,"Cons. Thick. Storage, Filt. & Loadout General / Espesado, Almacenamiento, Filtración y Descarga de Concentrado - General",SULFIDE CONCENTRATOR / CONCENTRADORA DE SULFURO,SULFIDE CONCENTRATOR,CONCENTRADORA DE SULFURO,CONCENTRATOR / CONCENTRADORA,CONCENTRATOR,CONCENTRADORA,"CONCENTRATE THICKENING, STORAGE, FILTRATION, AND LOAD OUT / ESPESADO, ALMACENAMIENTO, FILTRACIÓN Y DESCARGA DE CONCENTRADO","CONCENTRATE THICKENING, STORAGE, FILTRATION, AND LOAD OUT","ESPESADO, ALMACENAMIENTO, FILTRACIÓN Y DESCARGA DE CONCENTRADO","Cons. Thick. Storage, Filt. & Loadout General / Espesado, Almacenamiento, Filtración y Descarga de Concentrado - General","Cons. Thick. Storage, Filt. & Loadout General","Espesado, Almacenamiento, Filtración y Descarga de Concentrado - General"
227,2,2,7,0,2270,3,TAILINGS THICKENING AND PUMPING / ESPESADO Y BOMBEADO DE RELAVES,SULFIDE CONCENTRATOR / CONCENTRADORA DE SULFURO,SULFIDE CONCENTRATOR,CONCENTRADORA DE SULFURO,CONCENTRATOR / CONCENTRADORA,CONCENTRATOR,CONCENTRADORA,TAILINGS THICKENING AND PUMPING / ESPESADO Y BOMBEADO DE RELAVES,TAILINGS THICKENING AND PUMPING,ESPESADO Y BOMBEADO DE RELAVES,,,
2271,2,2,7,1,2271,4,Tailings Thickener / Espesador de Relaves,SULFIDE CONCENTRATOR / CONCENTRADORA DE SULFURO,SULFIDE CONCENTRATOR,CONCENTRADORA DE SULFURO,CONCENTRATOR / CONCENTRADORA,CONCENTRATOR,CONCENTRADORA,TAILINGS THICKENING AND PUMPING / ESPESADO Y BOMBEADO DE RELAVES,TAILINGS THICKENING AND PUMPING,ESPESADO Y BOMBEADO DE RELAVES,Tailings Thickener / Espesador de Relaves,Tailings Thickener,Espesador de Relaves
2272,2,2,7,2,2272,4,Tailings Pumping / Bombeado de Relaves,SULFIDE CONCENTRATOR / CONCENTRADORA DE SULFURO,SULFIDE CONCENTRATOR,CONCENTRADORA DE SULFURO,CONCENTRATOR / CONCENTRADORA,CONCENTRATOR,CONCENTRADORA,TAILINGS THICKENING AND PUMPING / ESPESADO Y BOMBEADO DE RELAVES,TAILINGS THICKENING AND PUMPING,ESPESADO Y BOMBEADO DE RELAVES,Tailings Pumping / Bombeado de Relaves,Tailings Pumping,Bombeado de Relaves
2273,2,2,7,3,2273,4,Tailings Pipeline / Línea de Tubería de Relaves,SULFIDE CONCENTRATOR / CONCENTRADORA DE SULFURO,SULFIDE CONCENTRATOR,CONCENTRADORA DE SULFURO,CONCENTRATOR / CONCENTRADORA,CONCENTRATOR,CONCENTRADORA,TAILINGS THICKENING AND PUMPING / ESPESADO Y BOMBEADO DE RELAVES,TAILINGS THICKENING AND PUMPING,ESPESADO Y BOMBEADO DE RELAVES,Tailings Pipeline / Línea de Tubería de Relaves,Tailings Pipeline,Línea de Tubería de Relaves
2279,2,2,7,9,2279,4,Tails Thickening & Pumping General / Espesado y Bombeado de Relaves - General,SULFIDE CONCENTRATOR / CONCENTRADORA DE SULFURO,SULFIDE CONCENTRATOR,CONCENTRADORA DE SULFURO,CONCENTRATOR / CONCENTRADORA,CONCENTRATOR,CONCENTRADORA,TAILINGS THICKENING AND PUMPING / ESPESADO Y BOMBEADO DE RELAVES,TAILINGS THICKENING AND PUMPING,ESPESADO Y BOMBEADO DE RELAVES,Tails Thickening & Pumping General / Espesado y Bombeado de Relaves - General,Tails Thickening & Pumping General,Espesado y Bombeado de Relaves - General
228,2,2,8,0,2280,3,REAGENTS / REACTIVOS,SULFIDE CONCENTRATOR / CONCENTRADORA DE SULFURO,SULFIDE CONCENTRATOR,CONCENTRADORA DE SULFURO,CONCENTRATOR / CONCENTRADORA,CONCENTRATOR,CONCENTRADORA,REAGENTS / REACTIVOS,REAGENTS,REACTIVOS,,,
2281,2,2,8,1,2281,4,Lime / Cal,SULFIDE CONCENTRATOR / CONCENTRADORA DE SULFURO,SULFIDE CONCENTRATOR,CONCENTRADORA DE SULFURO,CONCENTRATOR / CONCENTRADORA,CONCENTRATOR,CONCENTRADORA,REAGENTS / REACTIVOS,REAGENTS,REACTIVOS,Lime / Cal,Lime,Cal
2282,2,2,8,2,2282,4,Collector / Recolector,SULFIDE CONCENTRATOR / CONCENTRADORA DE SULFURO,SULFIDE CONCENTRATOR,CONCENTRADORA DE SULFURO,CONCENTRATOR / CONCENTRADORA,CONCENTRATOR,CONCENTRADORA,REAGENTS / REACTIVOS,REAGENTS,REACTIVOS,Collector / Recolector,Collector,Recolector
2283,2,2,8,3,2283,4,Frother / Espumante,SULFIDE CONCENTRATOR / CONCENTRADORA DE SULFURO,SULFIDE CONCENTRATOR,CONCENTRADORA DE SULFURO,CONCENTRATOR / CONCENTRADORA,CONCENTRATOR,CONCENTRADORA,REAGENTS / REACTIVOS,REAGENTS,REACTIVOS,Frother / Espumante,Frother,Espumante
2284,2,2,8,4,2284,4,Promoter / Activador,SULFIDE CONCENTRATOR / CONCENTRADORA DE SULFURO,SULFIDE CONCENTRATOR,CONCENTRADORA DE SULFURO,CONCENTRATOR / CONCENTRADORA,CONCENTRATOR,CONCENTRADORA,REAGENTS / REACTIVOS,REAGENTS,REACTIVOS,Promoter / Activador,Promoter,Activador
2287,2,2,8,7,2287,4,Flocculent / Floculante,SULFIDE CONCENTRATOR / CONCENTRADORA DE SULFURO,SULFIDE CONCENTRATOR,CONCENTRADORA DE SULFURO,CONCENTRATOR / CONCENTRADORA,CONCENTRATOR,CONCENTRADORA,REAGENTS / REACTIVOS,REAGENTS,REACTIVOS,Flocculent / Floculante,Flocculent,Floculante
2289,2,2,8,9,2289,4,Reagents General / Reactivos - General,SULFIDE CONCENTRATOR / CONCENTRADORA DE SULFURO,SULFIDE CONCENTRATOR,CONCENTRADORA DE SULFURO,CONCENTRATOR / CONCENTRADORA,CONCENTRATOR,CONCENTRADORA,REAGENTS / REACTIVOS,REAGENTS,REACTIVOS,Reagents General / Reactivos - General,Reagents General,Reactivos - General
229,2,2,9,0,2290,3,CONCENTRATOR ELECTRICAL WORKS,SULFIDE CONCENTRATOR / CONCENTRADORA DE SULFURO,SULFIDE CONCENTRATOR,CONCENTRADORA DE SULFURO,CONCENTRATOR / CONCENTRADORA,CONCENTRATOR,CONCENTRADORA,CONCENTRATOR ELECTRICAL WORKS,CONCENTRATOR ELECTRICAL WORKS,CONCENTRATOR ELECTRICAL WORKS,,,
2299,2,2,9,9,2299,4,Electrical Works / Trabajos Eléctricos,SULFIDE CONCENTRATOR / CONCENTRADORA DE SULFURO,SULFIDE CONCENTRATOR,CONCENTRADORA DE SULFURO,CONCENTRATOR / CONCENTRADORA,CONCENTRATOR,CONCENTRADORA,CONCENTRATOR ELECTRICAL WORKS,CONCENTRATOR ELECTRICAL WORKS,CONCENTRATOR ELECTRICAL WORKS,Electrical Works / Trabajos Eléctricos,Electrical Works,Trabajos Eléctricos
23,2,3,0,0,2300,2,CONCENTRATOR UTILITIES / SERVICIOS BÁSICOS DE CONCENTRADORA,SULFIDE CONCENTRATOR / CONCENTRADORA DE SULFURO,SULFIDE CONCENTRATOR,CONCENTRADORA DE SULFURO,CONCENTRATOR UTILITIES / SERVICIOS BÁSICOS DE CONCENTRADORA,CONCENTRATOR UTILITIES,SERVICIOS BÁSICOS DE CONCENTRADORA,,,,,,
231,2,3,1,0,2310,3,WATER SERVICES / SERVICIOS DE AGUA,SULFIDE CONCENTRATOR / CONCENTRADORA DE SULFURO,SULFIDE CONCENTRATOR,CONCENTRADORA DE SULFURO,CONCENTRATOR UTILITIES / SERVICIOS BÁSICOS DE CONCENTRADORA,CONCENTRATOR UTILITIES,SERVICIOS BÁSICOS DE CONCENTRADORA,WATER SERVICES / SERVICIOS DE AGUA,WATER SERVICES,SERVICIOS DE AGUA,,,
2311,2,3,1,1,2311,4,Desalinated Water / Agua Desalinizada,SULFIDE CONCENTRATOR / CONCENTRADORA DE SULFURO,SULFIDE CONCENTRATOR,CONCENTRADORA DE SULFURO,CONCENTRATOR UTILITIES / SERVICIOS BÁSICOS DE CONCENTRADORA,CONCENTRATOR UTILITIES,SERVICIOS BÁSICOS DE CONCENTRADORA,WATER SERVICES / SERVICIOS DE AGUA,WATER SERVICES,SERVICIOS DE AGUA,Desalinated Water / Agua Desalinizada,Desalinated Water,Agua Desalinizada
2312,2,3,1,2,2312,4,Process Water / Agua de Proceso,SULFIDE CONCENTRATOR / CONCENTRADORA DE SULFURO,SULFIDE CONCENTRATOR,CONCENTRADORA DE SULFURO,CONCENTRATOR UTILITIES / SERVICIOS BÁSICOS DE CONCENTRADORA,CONCENTRATOR UTILITIES,SERVICIOS BÁSICOS DE CONCENTRADORA,WATER SERVICES / SERVICIOS DE AGUA,WATER SERVICES,SERVICIOS DE AGUA,Process Water / Agua de Proceso,Process Water,Agua de Proceso
2313,2,3,1,3,2313,4,Fire Water / Agua Contraincendios,SULFIDE CONCENTRATOR / CONCENTRADORA DE SULFURO,SULFIDE CONCENTRATOR,CONCENTRADORA DE SULFURO,CONCENTRATOR UTILITIES / SERVICIOS BÁSICOS DE CONCENTRADORA,CONCENTRATOR UTILITIES,SERVICIOS BÁSICOS DE CONCENTRADORA,WATER SERVICES / SERVICIOS DE AGUA,WATER SERVICES,SERVICIOS DE AGUA,Fire Water / Agua Contraincendios,Fire Water,Agua Contraincendios
2314,2,3,1,4,2314,4,Gland Water / Agua de Sello,SULFIDE CONCENTRATOR / CONCENTRADORA DE SULFURO,SULFIDE CONCENTRATOR,CONCENTRADORA DE SULFURO,CONCENTRATOR UTILITIES / SERVICIOS BÁSICOS DE CONCENTRADORA,CONCENTRATOR UTILITIES,SERVICIOS BÁSICOS DE CONCENTRADORA,WATER SERVICES / SERVICIOS DE AGUA,WATER SERVICES,SERVICIOS DE AGUA,Gland Water / Agua de Sello,Gland Water,Agua de Sello
2315,2,3,1,5,2315,4,Cooling Water / Agua de Enfriamiento,SULFIDE CONCENTRATOR / CONCENTRADORA DE SULFURO,SULFIDE CONCENTRATOR,CONCENTRADORA DE SULFURO,CONCENTRATOR UTILITIES / SERVICIOS BÁSICOS DE CONCENTRADORA,CONCENTRATOR UTILITIES,SERVICIOS BÁSICOS DE CONCENTRADORA,WATER SERVICES / SERVICIOS DE AGUA,WATER SERVICES,SERVICIOS DE AGUA,Cooling Water / Agua de Enfriamiento,Cooling Water,Agua de Enfriamiento
2316,2,3,1,6,2316,4,Potable Water / Agua Potable,SULFIDE CONCENTRATOR / CONCENTRADORA DE SULFURO,SULFIDE CONCENTRATOR,CONCENTRADORA DE SULFURO,CONCENTRATOR UTILITIES / SERVICIOS BÁSICOS DE CONCENTRADORA,CONCENTRATOR UTILITIES,SERVICIOS BÁSICOS DE CONCENTRADORA,WATER SERVICES / SERVICIOS DE AGUA,WATER SERVICES,SERVICIOS DE AGUA,Potable Water / Agua Potable,Potable Water,Agua Potable
2319,2,3,1,9,2319,4,Water General / Agua - General,SULFIDE CONCENTRATOR / CONCENTRADORA DE SULFURO,SULFIDE CONCENTRATOR,CONCENTRADORA DE SULFURO,CONCENTRATOR UTILITIES / SERVICIOS BÁSICOS DE CONCENTRADORA,CONCENTRATOR UTILITIES,SERVICIOS BÁSICOS DE CONCENTRADORA,WATER SERVICES / SERVICIOS DE AGUA,WATER SERVICES,SERVICIOS DE AGUA,Water General / Agua - General,Water General,Agua - General
232,2,3,2,0,2320,3,AIR SERVICES / SERVICIOS DE AGUA,SULFIDE CONCENTRATOR / CONCENTRADORA DE SULFURO,SULFIDE CONCENTRATOR,CONCENTRADORA DE SULFURO,CONCENTRATOR UTILITIES / SERVICIOS BÁSICOS DE CONCENTRADORA,CONCENTRATOR UTILITIES,SERVICIOS BÁSICOS DE CONCENTRADORA,AIR SERVICES / SERVICIOS DE AGUA,AIR SERVICES,SERVICIOS DE AGUA,,,
2321,2,3,2,1,2321,4,Plant Air (High Pressure) / Aire de Planta (Alta Presión),SULFIDE CONCENTRATOR / CONCENTRADORA DE SULFURO,SULFIDE CONCENTRATOR,CONCENTRADORA DE SULFURO,CONCENTRATOR UTILITIES / SERVICIOS BÁSICOS DE CONCENTRADORA,CONCENTRATOR UTILITIES,SERVICIOS BÁSICOS DE CONCENTRADORA,AIR SERVICES / SERVICIOS DE AGUA,AIR SERVICES,SERVICIOS DE AGUA,Plant Air (High Pressure) / Aire de Planta (Alta Presión),Plant Air (High Pressure),Aire de Planta (Alta Presión)
2322,2,3,2,2,2322,4,Instrument Air / Aire de Instrumentación,SULFIDE CONCENTRATOR / CONCENTRADORA DE SULFURO,SULFIDE CONCENTRATOR,CONCENTRADORA DE SULFURO,CONCENTRATOR UTILITIES / SERVICIOS BÁSICOS DE CONCENTRADORA,CONCENTRATOR UTILITIES,SERVICIOS BÁSICOS DE CONCENTRADORA,AIR SERVICES / SERVICIOS DE AGUA,AIR SERVICES,SERVICIOS DE AGUA,Instrument Air / Aire de Instrumentación,Instrument Air,Aire de Instrumentación
2323,2,3,2,3,2323,4,Blower Air / Aire de Soplador,SULFIDE CONCENTRATOR / CONCENTRADORA DE SULFURO,SULFIDE CONCENTRATOR,CONCENTRADORA DE SULFURO,CONCENTRATOR UTILITIES / SERVICIOS BÁSICOS DE CONCENTRADORA,CONCENTRATOR UTILITIES,SERVICIOS BÁSICOS DE CONCENTRADORA,AIR SERVICES / SERVICIOS DE AGUA,AIR SERVICES,SERVICIOS DE AGUA,Blower Air / Aire de Soplador,Blower Air,Aire de Soplador
2324,2,3,2,4,2324,4,Column Flotation Air / Aire de Flotación de Columna,SULFIDE CONCENTRATOR / CONCENTRADORA DE SULFURO,SULFIDE CONCENTRATOR,CONCENTRADORA DE SULFURO,CONCENTRATOR UTILITIES / SERVICIOS BÁSICOS DE CONCENTRADORA,CONCENTRATOR UTILITIES,SERVICIOS BÁSICOS DE CONCENTRADORA,AIR SERVICES / SERVICIOS DE AGUA,AIR SERVICES,SERVICIOS DE AGUA,Column Flotation Air / Aire de Flotación de Columna,Column Flotation Air,Aire de Flotación de Columna
2329,2,3,2,9,2329,4,Air General / Aire - General,SULFIDE CONCENTRATOR / CONCENTRADORA DE SULFURO,SULFIDE CONCENTRATOR,CONCENTRADORA DE SULFURO,CONCENTRATOR UTILITIES / SERVICIOS BÁSICOS DE CONCENTRADORA,CONCENTRATOR UTILITIES,SERVICIOS BÁSICOS DE CONCENTRADORA,AIR SERVICES / SERVICIOS DE AGUA,AIR SERVICES,SERVICIOS DE AGUA,Air General / Aire - General,Air General,Aire - General
237,2,3,7,0,2370,3,ELECTRICAL DISTRIBUTION & SUBSTATIONS / DISTRIBUCIÓN ELÉCTRICA Y SUBESTACIONES,SULFIDE CONCENTRATOR / CONCENTRADORA DE SULFURO,SULFIDE CONCENTRATOR,CONCENTRADORA DE SULFURO,CONCENTRATOR UTILITIES / SERVICIOS BÁSICOS DE CONCENTRADORA,CONCENTRATOR UTILITIES,SERVICIOS BÁSICOS DE CONCENTRADORA,ELECTRICAL DISTRIBUTION & SUBSTATIONS / DISTRIBUCIÓN ELÉCTRICA Y SUBESTACIONES,ELECTRICAL DISTRIBUTION & SUBSTATIONS,DISTRIBUCIÓN ELÉCTRICA Y SUBESTACIONES,,,
2371,2,3,7,1,2371,4,Primary Crusher Substation / Subestación de Chancadora Primaria,SULFIDE CONCENTRATOR / CONCENTRADORA DE SULFURO,SULFIDE CONCENTRATOR,CONCENTRADORA DE SULFURO,CONCENTRATOR UTILITIES / SERVICIOS BÁSICOS DE CONCENTRADORA,CONCENTRATOR UTILITIES,SERVICIOS BÁSICOS DE CONCENTRADORA,ELECTRICAL DISTRIBUTION & SUBSTATIONS / DISTRIBUCIÓN ELÉCTRICA Y SUBESTACIONES,ELECTRICAL DISTRIBUTION & SUBSTATIONS,DISTRIBUCIÓN ELÉCTRICA Y SUBESTACIONES,Primary Crusher Substation / Subestación de Chancadora Primaria,Primary Crusher Substation,Subestación de Chancadora Primaria
2372,2,3,7,2,2372,4,Sulfide Fine Crushing Substation / Subestación de Chancado de Finos de Sulfuro,SULFIDE CONCENTRATOR / CONCENTRADORA DE SULFURO,SULFIDE CONCENTRATOR,CONCENTRADORA DE SULFURO,CONCENTRATOR UTILITIES / SERVICIOS BÁSICOS DE CONCENTRADORA,CONCENTRATOR UTILITIES,SERVICIOS BÁSICOS DE CONCENTRADORA,ELECTRICAL DISTRIBUTION & SUBSTATIONS / DISTRIBUCIÓN ELÉCTRICA Y SUBESTACIONES,ELECTRICAL DISTRIBUTION & SUBSTATIONS,DISTRIBUCIÓN ELÉCTRICA Y SUBESTACIONES,Sulfide Fine Crushing Substation / Subestación de Chancado de Finos de Sulfuro,Sulfide Fine Crushing Substation,Subestación de Chancado de Finos de Sulfuro
2373,2,3,7,3,2373,4,Sulfide Primary Grinding Substation / Subestación de Molienda Primaria de Sulfuro,SULFIDE CONCENTRATOR / CONCENTRADORA DE SULFURO,SULFIDE CONCENTRATOR,CONCENTRADORA DE SULFURO,CONCENTRATOR UTILITIES / SERVICIOS BÁSICOS DE CONCENTRADORA,CONCENTRATOR UTILITIES,SERVICIOS BÁSICOS DE CONCENTRADORA,ELECTRICAL DISTRIBUTION & SUBSTATIONS / DISTRIBUCIÓN ELÉCTRICA Y SUBESTACIONES,ELECTRICAL DISTRIBUTION & SUBSTATIONS,DISTRIBUCIÓN ELÉCTRICA Y SUBESTACIONES,Sulfide Primary Grinding Substation / Subestación de Molienda Primaria de Sulfuro,Sulfide Primary Grinding Substation,Subestación de Molienda Primaria de Sulfuro
