key_dutie,Primary task detail activity,Maintenance type,Specialist,Constraint,Time,Amount Craft,Frequency,Unidad Periodo
2242-PU-275|01-01-09,"Retirar el tapón de la grasera del rodamiento a engrasar, limpiar la grasera con un trapo, retirar tapón de drenaje de grasa, colocar la manguera de la bomba de engrase sobre la grasera, rellenar de grasa y retirar la manguera, colocar nuevamente los tapones y ajustarlo debidamente, verificar que no existen fugas (lagrimeo). Tipo de grasa MOBIL POLYREX EM, Rodamiento delantero (lado acople) NU-312-C3 cantidad de grasa 21g intervalo de lubricación 20000 h, Rodamiento posterior (lado ventilador) 6212-ZZ-C3 no requiere lubricación por ser tipo obturado.",LUBR,TEC-ELE,MAR,0.5,2,20000,H
2242-PU-275|01-01-10,Utilizando el pirómetro tomar lectura y registrar la temperatura en los rodamientos verificando que no exceda según manual de fabricante.,INSP,TEC-ELE,MAR,0.5,1,1,M
2242-PU-275|01-01-11,Utilizando el pirómetro tomar lectura y registrar la temperatura en el estator verificando que no exceda según datos de placa. (Considerar que la temperatura real es aproximadamente 20°C de la temperatura medida).,INSP,TEC-ELE,MAR,0.5,1,1,M
2242-PU-275|01-01-12,"Utilizando el colector de vibración realizar las Mediciones en los rodamientos en tres puntos (vertical, horizontal y axial). Verificar que la vibración no exceda los 5 mm/seg, registrar las Mediciones tomadas en los puntos antes descritos, descargar y comparar los datos obtenidos con los niveles de alerta y peligro.",PRED,TEC-PRD,MAR,1,1,1500,H
2242-PU-275|01-01-13,"Limpiar el área donde se va a tomar la medición, determinar la distancia de medición apropiada del área que queremos medir que es medible o visible, el Angulo de visión, el objeto identificable más pequeño y el objeto medible/marca de medición más pequeño, tomar termografía al motor, la captura debe ser tomada a todo el motor, descargar la captura en la computadora y realizar el análisis de la toma. (Considerar que la temperatura real del estator es aproximadamente 15 a 20°C de la temperatura medida).",PRED,TEC-PRD,MAR,0.5,1,1500,H
2242-PU-275|01-02-01,"Realizar una inspección de los módulos externos, borneras y cables, realizar el ajuste de las borneras de los cables de control y fuerza del variador, de encontrar cables sueltos se deberá revisar los planos del variador para realizar el seguimiento correspondiente, verificar tarjetas electrónica de control y potencia teniendo en consideración no dañar la fibra óptica y usando brazalete antiestático con la conexión a tierra correspondiente, revisar la conexión de la fibra óptica y los cables flat, realizar una limpieza de la parte exterior del variador, realizar la limpieza del ventilador, retirar los filtros, de encontrarse saturados y/o dañados proceder a su cambio. Aspirar interior del gabinete del variador. Realizar back up del variador a través del ordenador.",PREV,TEC-ELE,DET,2,2,4000,H
2242-PU-275|01-03-01,"Destensar pernos de base del motor, retirar fajas, colocar fajas nuevas, regular tensión de fajas a través de los pernos de la base del motor.",PREV,TEC-MEC,DET,1,2,4000,H
2242-PU-275|01-03-02,"Corregir defectos de pie cojo en el equipo móvil, diagnosticar el desalineamiento con equipo laser, lainar los puntos de anclaje del equipo móvil así como los desplazamientos horizontales según los datos del equipo de alineamiento laser, torquear pernos de anclaje, realizar medición de estado final de alineamiento dentro de valores de tolerancia con el equipo de alineamiento.",PRED,TEC-PRD,DET,1,2,4000,H
2242-PU-275|02-01-01,Verificar que no existan ruidos ni vibraciones inusuales. Verificar la temperatura no exceda 100 °C. Verificar fugas de grasa por los sellos y/o juntas.,PRED,TEC-PRD,MAR,0.5,1,1500,H
2242-PU-275|02-01-02,"Desmontar la carcasa, impulsor y eje. Extraer los rodamientos con herramientas adecuadas, verificar las medidas y ajustes en los asientos de rodamientos en el eje, montar los rodamientos y lubricar si estos no son sellados, montar de los componentes de la bomba teniendo en cuenta ajustes y holguras.",COND,TEC-MEC,DET,6,2,,
2242-PU-275|02-01-03,Medir vibraciones en los rodamientos.,PRED,TEC-PRD,MAR,0.5,1,1500,H
2242-PU-275|02-01-04,"Utilizar para su lubricación una grasa de grado NLGI 3 - SKF LGMT3, 0.48kg.",LUBR,TEC-MEC,DET,0.5,1,660,H
2242-PU-275|02-02-01,"Desmontar el impulsor, retirar manguito y junta desgastado, comprobar medidas de manguito nuevo, montar en el eje con junta nueva, montar impulsor.",PREV,TEC-MEC,DET,0.5,2,4000,H
2242-PU-275|02-02-02,"Desmontar el eje del equipo, verificar con la ayuda de reloj comparador ovalicidad, conicidad y desgaste especialmente en zonas de apoyo de rodamientos y sellos. De presentar desgaste en el eje, recuperar la medida por medio de camisetas o bujes de desgaste.",INSP,TEC-MEC,DET,5,2,8000,H
2242-PU-275|02-03-01,"Verificar ajuste de pernos de carcasa y ajustar de ser necesario, inspeccionar fugas en lado succión y lado de descarga, cambiar empaque de ser necesario.",INSP,TEC-MEC,MAR,4,2,660,H
2242-PU-275|02-03-02,"Limpiar la parte externa del equipo, arenar y/o pintar la bomba para evitar corrosión y desgastes externos.",PREV,TEC-MEC,DET,5,2,8000,H
2242-PU-275|02-03-03,"Desmontar la voluta, retirar los pernos de unión de la carcasa, retirar eje e impulsor, retirar pernos de sujeción de revestimiento, cambiar forros, ajustar forros nuevos, montar eje e impulsor, armar la carcasa, montar la voluta.",PREV,TEC-MEC,DET,4,3,4000,H
2242-PU-275|02-04-01,"Desmontar en la carcasa el lado de la succión para tener acceso al impulsor, determinar el estado del impulsor (desgaste y/o corrosión), desmontar el impulsor del eje, verificar el desgaste en el eje, verificar el anillo de desgaste, montar el nuevo impulsor, regular la holgura entre carcasa e impulsor, torquear el perno de ajuste del impulsor, inspección y reemplazo de las empaquetaduras, torquear pernos de la carcasa(ajustar los pernos en cruz).",PREV,TEC-MEC,DET,3,3,4000,H
2242-PU-275|02-05-01,"Verificar nivel de goteo en lado prensaestopas, de haber un flujo excesivo en la zona de sello ajustar prensaestopas, de haber goteo inferior a la condición normal de operación liberar los pernos de prensaestopas, verificar temperatura en la zona, de presentar sobrecalentamiento realizar cambio de estopas.",INSP,TEC-MEC,MAR,0.5,1,660,H
2242-PU-275|02-05-02,"Desmontar prensa estopa y extraer los sellos (estopas/cuerda grafitada), extraer del anillo difusor, preparar los sellos para cambio (determinar correctamente la longitud y realizar los cortes de los mismos en diagonal para lograr un mejor sellado), montar los sellos y el anillo difusor (tener en cuenta la posición del anillo difusor pues este debe de quedar a la altura del punto de lubricación con agua), montar la prensa estopa y ajustar los pernos hasta lograr un punto de goteo adecuado(este cantidad de goteo depende del diámetro del eje).",PREV,TEC-MEC,DET,1,2,2000,H
2242-PU-275|02-06-01,"Cambiar los elementos de unión como pernos, chavetas, pasadores, etc. De presentarse estiramiento, o deformación por esfuerzos de compresión, tracción o cizallamiento.",PREV,TEC-MEC,DET,1,2,8000,H
2242-PU-275|03-01-01,"Inspeccionar las tuberías flexibles conduit que no presenten deterioro, inspeccionar que los pernos de anclaje no presenten corrosión, inspeccionar que los instrumentos no presente daños, inspeccionar que no existan fugas en las conexiones: XV-22683.",INSP,TEC-INS,MAR,0.25,2,1,M
2242-PU-275|03-01-02,"Limpiar el exterior con trapo y solvente dieléctrico, retirar la tapa de conexiones, limpiar con limpia contactos las conexiones, realizar el ajuste de conexiones, inspeccionar cables y terminales, realizar el ajuste de conexiones, inspeccionar cables y terminales, realizar pruebas de error y confirmación con sala de control: XV-22683.",PREV,TEC-INS,DET,1,2,4000,H
2242-PU-275|03-01-03,Realizar el cambio de instrumentos averiados de acuerdo a condición: XV-22683.,COND,TEC-INS,DET,1,2,,
2243-PU-213|01-01-01,"Inspeccionar conexión a tierra, cables de alimentación, caja de conexiones, pernos de anclaje, carcasa del motor, ventilador, tuberías flexibles conduit, verificar pintura de motor, inspeccionar fugas de lubricante en rodamientos. De ser necesario realizar la actividad de limpieza del motor con caudal de aire.
Registrar los parámetros eléctricos de cada motor.",INSP,TEC-ELE,MAR,0.5,2,1,M
2243-PU-213|01-01-02,"Limpiar parte externa del motor (carcaza, tapa de ventiladores, puntos de lubricación) con caudal de aire (blower), espátula, brocha y trapo para pulverizar con solvente dieléctrico, retirar sulfato y óxido de pernos de anclaje y conexiones a tierra.",PREV,TEC-ELE,DET,1,2,2000,H
2243-PU-213|01-01-03,"Limpiar el exterior con trapo y solvente dieléctrico de ser necesario, ajustar conexiones, verificar que los terminales se encuentren en buen estado, verificar la hermeticidad de la caja de conexiones, inspeccionar el cable de alimentación. Aplicar anticorrosivo de zinc a pernos de tapa.",PREV,TEC-ELE,DET,2,2,4000,H
2243-PU-213|01-01-04,"Retirar la tapa del ventilador, limpiar el ventilador con trapo y solvente dieléctrico, colocar la tapa del ventilador, cambiar el ventilador si se encuentra roto. Aplicar anticorrosivo de zinc a pernos de ventilador.",PREV,TEC-ELE,DET,1,2,4000,H
2243-PU-213|01-01-05,"Limpiar el terminal del cable a tierra, ajustar terminal del cable a tierra, cambiar el terminal del cable a tierra de ser necesario, inspeccionar integridad del cable. Aplicar anticorrosivo de zinc a pernos de cable a tierra.",PREV,TEC-ELE,DET,0.5,2,4000,H
2243-PU-213|01-01-06,Verificar estatus de confirmación de termistor en sala eléctrica.,PREV,TEC-ELE,DET,0.5,1,4000,H
2243-PU-213|01-01-07,"Retirar las tapas del lado ventilador y lado acople, retirar los rodamientos con el extractor de rodamientos, colocar los rodamientos nuevos, colocar las tapas retiradas. Rodamiento delantero NU-309-C3, Rodamiento posterior 6209-ZZ-C3 (El cambio se realizará según monitoreo de condición).",COND,TEC-ELE,DET,3,2,,
2243-PU-213|01-01-08,"Retirar la tapa de la caja de conexiones, desconectar cables de alimentación, medir resistencia de aislamiento, conectar los cables, cerrar la tapa de conexión. Registrar datos de actividad en formato establecido.",PREV,TEC-ELE,DET,1,2,4000,H
2243-PU-213|01-01-09,"Retirar el tapón de la grasera del rodamiento a engrasar, limpiar la grasera con un trapo, retirar tapón de drenaje de grasa, colocar la manguera de la bomba de engrase sobre la grasera, rellenar de grasa y retirar la manguera, colocar nuevamente los tapones y ajustarlo debidamente, verificar que no existen fugas (lagrimeo). Tipo de grasa MOBIL POLYREX EM, Rodamiento delantero (lado acople) NU-309-C3 cantidad de grasa 13g intervalo de lubricación 20000 h, Rodamiento posterior (lado ventilador) 6209-ZZ-C3 no requiere lubricación por ser tipo obturado.",LUBR,TEC-ELE,MAR,0.5,2,20000,H
2243-PU-213|01-01-10,Utilizando el pirómetro tomar lectura y registrar la temperatura en los rodamientos verificando que no exceda según manual de fabricante.,INSP,TEC-ELE,MAR,0.5,1,1,M
2243-PU-213|01-01-11,Utilizando el pirómetro tomar lectura y registrar la temperatura en el estator verificando que no exceda según datos de placa. (Considerar que la temperatura real es aproximadamente 20°C de la temperatura medida).,INSP,TEC-ELE,MAR,0.5,1,1,M
2243-PU-213|01-01-12,"Utilizando el colector de vibración realizar las mediciones en los rodamientos en tres puntos (vertical, horizontal y axial). Verificar que la vibración no exceda los 5 mm/seg, registrar las mediciones tomadas en los puntos antes descritos, descargar y comparar los datos obtenidos con los niveles de alerta y peligro.",PRED,TEC-PRD,MAR,1,1,1500,H
2243-PU-213|01-01-13,"Limpiar el área donde se va a tomar la medición, determinar la distancia de medición apropiada del área que queremos medir que es medible o visible, el Angulo de visión, el objeto identificable más pequeño y el objeto medible/marca de medición más pequeño, tomar termografía al motor, la captura debe ser tomada a todo el motor, descargar la captura en la computadora y realizar el análisis de la toma. (Considerar que la temperatura real del estator es aproximadamente 15 a 20°C de la temperatura medida).",PRED,TEC-PRD,MAR,0.5,1,1500,H
2243-PU-213|01-02-01,"Realizar una inspección de los módulos externos, borneras y cables, realizar el ajuste de las borneras de los cables de control y fuerza del variador, de encontrar cables sueltos se deberá revisar los planos del variador para realizar el seguimiento correspondiente, verificar tarjetas electrónica de control y potencia teniendo en consideración no dañar la fibra óptica y usando brazalete antiestático con la conexión a tierra correspondiente, revisar la conexión de la fibra óptica y los cables flat, realizar una limpieza de la parte exterior del variador, realizar la limpieza del ventilador, retirar los filtros, de encontrarse saturados y/o dañados proceder a su cambio. Aspirar interior del gabinete del variador. Realizar back up del variador a través del ordenador.",PREV,TEC-ELE,DET,2,2,4000,H
2243-PU-213|01-03-01,"Destensar pernos de base del motor, retirar fajas, colocar fajas nuevas, regular tensión de fajas a través de los pernos de la base del motor.",PREV,TEC-MEC,DET,1,2,4000,H
2243-PU-213|01-03-02,"Corregir defectos de pie cojo en el equipo móvil, diagnosticar el desalineamiento con equipo laser, lainar los puntos de anclaje del equipo móvil así como los desplazamientos horizontales según los datos del equipo de alineamiento laser, torquear pernos de anclaje, realizar medición de estado final de alineamiento dentro de valores de tolerancia con el equipo de alineamiento.",PRED,TEC-PRD,DET,1,2,4000,H
2243-PU-213|02-01-01,Verificar que no existan ruidos ni vibraciones inusuales. Verificar la temperatura no exceda 100 °C. Verificar fugas de grasa por los sellos y/o juntas.,PRED,TEC-PRD,MAR,0.5,1,1500,H
2243-PU-213|02-01-02,"Desmontar la carcasa, impulsor y eje. Extraer los rodamientos con herramientas adecuadas, verificar las medidas y ajustes en los asientos de rodamientos en el eje, montar los rodamientos y lubricar si estos no son sellados, montar de los componentes de la bomba teniendo en cuenta ajustes y holguras.",COND,TEC-MEC,DET,6,2,,
2243-PU-213|02-01-03,Medir vibraciones en los rodamientos.,PRED,TEC-PRD,MAR,0.5,1,1500,H
2243-PU-213|02-01-04,"Utilizar para su lubricación una grasa de grado NLGI 3 - SKF LGMT3, 0.30kg.",LUBR,TEC-MEC,DET,0.5,1,660,H
2243-PU-213|02-02-01,"Desmontar el impulsor, retirar manguito y junta desgastado, comprobar medidas de manguito nuevo, montar en el eje con junta nueva, montar impulsor.",PREV,TEC-MEC,DET,0.5,2,4000,H
